id,origin,destination,start_time,kind
249,112,45,1691,Human
250,66,106,122,Human
251,145,58,143,Human
252,2,84,2892,Human
253,111,1,3378,Human
254,146,61,2398,Human
255,1,19,16,Human
256,147,73,2901,Human
257,5,107,798,Human
258,33,108,3390,Human
259,102,6,2428,Human
260,100,11,3452,Human
261,92,10,688,Human
262,128,10,1551,Human
263,129,109,1721,Human
264,148,39,1968,Human
265,41,12,830,Human
266,149,110,1240,Human
267,106,19,2068,Human
268,150,1,2388,Human
269,5,111,3288,Human
270,151,10,3196,Human
271,36,112,787,Human
272,152,64,1485,Human
273,128,9,3262,Human
274,153,11,1966,Human
275,154,113,2787,Human
276,38,11,1748,Human
277,52,61,1444,Human
278,76,68,2325,Human
279,34,11,1932,Human
280,37,6,3277,Human
281,93,8,3549,Human
282,155,22,145,Human
283,93,11,2130,Human
284,156,10,753,Human
285,157,114,667,Human
286,153,11,3305,Human
287,158,11,1294,Human
288,129,11,3121,Human
289,28,17,2712,Human
290,112,85,2389,Human
291,112,11,2985,Human
292,38,115,2849,Human
293,159,116,3133,Human
294,160,11,2157,Human
295,17,83,3014,Human
296,161,9,2245,Human
297,162,24,3357,Human
298,36,48,640,Human
299,73,110,3147,Human
300,157,117,586,Human
301,163,118,2986,Human
302,164,11,2059,Human
303,138,8,3569,Human
304,165,9,2895,Human
305,37,9,3212,Human
306,166,28,2101,Human
307,167,11,347,Human
308,17,119,3347,Human
309,168,6,2966,Human
310,17,120,1798,Human
311,103,10,3151,Human
312,169,6,2741,Human
313,170,115,3376,Human
314,171,8,394,Human
315,138,121,3454,Human
316,76,122,1619,Human
317,172,10,2836,Human
318,95,45,2931,Human
319,46,123,1711,Human
320,73,10,2202,Human
321,36,65,3102,Human
322,173,124,983,Human
323,174,73,2033,Human
324,40,11,3199,Human
325,87,125,776,Human
326,175,67,3176,Human
327,103,11,3512,Human
328,176,8,3310,Human
329,170,6,3009,Human
330,143,8,1940,Human
331,17,126,1338,Human
332,74,73,63,Human
333,94,127,1563,Human
334,46,19,1013,Human
335,134,11,3363,Human
336,177,9,331,Human
337,121,11,2262,Human
338,178,9,3252,Human
339,179,11,3099,Human
340,119,85,3403,Human
341,180,11,772,Human
342,181,11,2736,Human
343,52,17,758,Human
344,17,128,2150,Human
345,13,9,2381,Human
346,182,129,954,Human
347,76,98,2314,Human
348,183,16,154,Human
349,184,9,1054,Human
350,17,130,1276,Human
351,83,11,631,Human
352,17,131,2431,Human
353,83,9,3402,Human
354,185,22,2391,Human
355,156,11,3357,Human
356,70,9,2664,Human
357,54,10,3051,Human
358,186,11,2241,Human
359,65,9,1616,Human
360,76,128,2516,Human
361,47,9,2454,Human
362,93,61,1438,Human
363,187,10,3062,Human
364,188,109,162,Human
365,68,9,246,Human
366,20,25,1349,Human
367,33,18,3149,Human
368,189,108,769,Human
369,149,24,1101,Human
370,36,132,943,Human
371,190,11,2992,Human
372,191,39,1358,Human
373,126,11,3041,Human
374,150,11,2969,Human
375,192,11,3552,Human
376,74,9,2926,Human
377,76,5,2545,Human
378,193,19,2208,Human
379,57,129,510,Human
380,194,17,326,Human
381,21,133,986,Human
382,195,9,2836,Human
383,49,11,2706,Human
384,149,9,1939,Human
385,119,84,2850,Human
386,195,9,2788,Human
387,179,19,2913,Human
388,123,19,3507,Human
389,196,29,2217,Human
390,195,9,1583,Human
391,179,9,3200,Human
392,114,134,1329,Human
393,197,58,2226,Human
394,48,42,426,Human
395,198,9,2277,Human
396,124,19,399,Human
397,48,135,2799,Human
398,199,125,2383,Human
399,173,136,162,Human
400,200,41,3496,Human
401,201,77,763,Human
402,202,19,2863,Human
403,72,110,1556,Human
404,151,8,2614,Human
405,46,137,3514,Human
406,203,12,763,Human
407,15,138,1363,Human
408,204,8,2621,Human
409,46,108,3041,Human
410,205,56,17,Human
411,206,8,1747,Human
412,207,58,2702,Human
413,208,19,2303,Human
414,112,58,2127,Human
415,197,19,1825,Human
416,48,42,2725,Human
417,209,19,2170,Human
418,210,19,2312,Human
419,39,110,218,Human
420,1,16,1331,Human
421,129,73,2900,Human
422,211,139,1060,Human
423,11,140,1300,Human
424,133,8,2358,Human
425,208,141,2078,Human
426,212,79,3206,Human
427,124,77,503,Human
428,72,142,1916,Human
429,157,143,1558,Human
430,213,104,1522,Human
431,53,1,980,Human
432,75,19,1749,Human
433,213,19,3344,Human
434,214,73,1825,Human
435,88,10,262,Human
436,36,141,3262,Human
437,75,19,2679,Human
438,215,61,1012,Human
439,186,19,2261,Human
440,216,41,814,Human
441,217,80,1295,Human
442,33,8,1377,Human
443,103,77,1620,Human
444,13,8,3027,Human
445,76,144,2792,Human
446,25,73,2881,Human
447,134,9,1383,Human
448,76,19,3483,Human
449,47,79,1708,Human
450,157,19,2822,Human
451,76,73,2206,Human
452,218,16,219,Human
453,219,8,2190,Human
454,38,19,1401,Human
455,48,145,3501,Human
456,220,6,2502,Human
457,221,8,1054,Human
458,46,146,1954,Human
459,202,146,877,Human
460,221,91,1777,Human
461,134,9,1747,Human
462,139,6,1717,Human
463,197,17,1353,Human
464,21,42,3153,Human
465,173,77,1192,Human
466,222,19,1440,Human
467,48,122,400,Human
468,82,73,908,Human
469,133,8,412,Human
470,100,19,1230,Human
471,223,8,178,Human
472,46,147,3178,Human
473,224,77,428,Human
474,225,8,44,Human
475,24,19,2432,Human
476,226,8,2747,Human
477,208,19,1707,Human
478,227,69,935,Human
479,205,148,2735,Human
480,107,9,2049,Human
481,211,149,2414,Human
482,228,9,2921,Human
483,64,77,557,Human
484,144,19,2735,Human
485,229,0,2163,Human
486,64,77,1603,Human
487,196,8,462,Human
488,46,150,3462,Human
489,48,98,3592,Human
490,211,9,1953,Human
491,64,19,1933,Human
492,133,151,1309,Human
493,230,9,1812,Human
494,231,9,1852,Human
495,48,105,2217,Human
496,232,52,3331,Human
497,162,46,1780,Human
498,201,152,426,Human
499,48,153,2695,Human
500,228,8,1401,Human
501,201,19,292,Human
502,46,134,2573,Human
503,233,8,443,Human
