id,epsilon,q_table
56,0.59,-14.18  -22.33  -20.93
57,0.37,-36.49  -27.47  -24.72
58,0.61,-33.47  -19.67  -19.62
59,0.58,-17.78  -25.99  -24.40
60,0.35,-26.98  -22.15  -18.60
61,0.30,-25.52  -20.72  -21.46
62,0.60,-27.84  -17.57  -16.41
63,0.52,-33.44  -30.48  -29.47
64,0.61,-32.83  -28.55  -31.05
65,0.45,-27.43  -37.72  -24.74
66,0.44,-29.60  -33.51  -30.87
67,0.63,-29.17  -21.77  -27.97
68,0.64,-21.07  -19.15  -19.36
69,0.63,-33.11  -30.22  -34.53
70,0.29,-27.60  -29.59  -29.10
71,0.26,-30.28  -29.63  -30.11
72,0.42,-22.84  -15.76  -16.75
73,0.34,-27.83  -34.27  -36.03
74,0.60,-21.03  -21.87  -17.79
75,0.60,-16.26  -20.98  -18.28
76,0.28,-21.48  -21.80  -22.02
77,0.47,-19.03  -25.56  -28.68
78,0.43,-21.12  -18.86  -16.87
79,0.66,-37.58  -22.32  -28.83
80,0.59,-27.79  -17.49  -14.94
81,0.61,-20.63  -32.46  -16.82
82,0.45,-22.81  -31.56  -23.65
83,0.45,-24.85  -28.20  -32.36
84,0.36,-23.69  -27.02  -22.39
85,0.36,-15.18  -17.84  -19.94
86,0.70,-21.81  -19.28  -31.88
87,0.51,-27.22  -17.84  -19.09
88,0.34,-18.96  -15.93  -21.26
89,0.50,-27.33  -28.93  -26.23
90,0.52,-34.33  -39.08  -40.74
91,0.41,-15.32  -21.27  -17.60
92,0.61,-30.56  -32.08  -36.78
93,0.29,-35.44  -31.95  -30.06
94,0.40,-31.30  -36.65  -27.45
95,0.26,-19.40  -21.09  -19.93
96,0.50,-33.42  -25.41  -31.00
97,0.34,-18.97  -19.63  -16.96
98,0.46,-35.12  -30.09  -32.12
99,0.28,-22.93  -29.42  -26.97
100,0.40,-23.31  -26.08  -30.10
101,0.63,-23.70  -26.13  -21.22
102,0.33,-35.96  -38.90  -30.41
103,0.44,-23.38  -24.82  -26.87
104,0.55,-15.72  -36.70  -28.47
105,0.55,-31.97  -19.15  -22.88
106,0.43,-28.49  -37.68  -23.12
107,0.63,-27.21  -20.57  -27.71
108,0.49,-18.99  -11.02  -28.77
109,0.33,-18.84  -23.67  -26.56
110,0.39,-30.09  -23.83  -31.40
111,0.78,-34.23  -20.66  -19.93
112,0.53,-25.69  -24.70  -36.69
113,0.54,-22.33  -20.35  -17.19
114,0.35,-26.48  -30.53  -31.84
115,0.72,-19.57  -16.98  -25.75
116,0.41,-30.50  -25.01  -39.06
117,0.68,-13.98  -29.27  -23.00
118,0.83,-33.17  -41.15  -34.44
119,0.33,-21.94  -25.58  -19.63
120,0.74,-26.70  -31.86  -35.62
121,0.35,-23.68  -32.34  -20.49
122,0.63,-28.07  -24.24  -25.15
123,0.40,-22.10  -13.49  -21.24
124,0.45,-22.84  -20.03  -28.48
125,0.48,-17.23  -30.81  -16.87
126,0.50,-29.31  -23.04  -25.23
127,0.33,-23.97  -23.13  -28.95
128,0.33,-19.02  -18.05  -21.30
129,0.35,-28.03  -29.14  -27.56
130,0.62,-16.36  -24.79  -25.10
131,0.47,-16.72  -18.94  -19.88
132,0.48,-35.99  -37.11  -35.23
133,0.38,-18.14  -28.18  -19.67
134,0.67,-35.90  -15.81  -15.92
135,0.63,-28.99  -19.49  -22.67
136,0.39,-33.97  -28.30  -33.18
137,0.57,-33.81  -31.36  -28.48
138,0.70,-28.68  -29.55  -29.94
139,0.67,-24.81  -29.21  -32.33
140,0.51,-21.00  -17.71  -17.69
141,0.50,-26.63  -23.78  -19.85
142,0.54,-27.08  -27.56  -34.40
143,0.81,-31.63  -36.56  -10.14
144,0.57,-28.51  -29.02  -27.76
145,0.43,-24.47  -28.36  -30.97
146,0.41,-29.64  -29.26  -35.75
147,0.69,-13.48  -23.63  -16.04
148,0.52,-32.51  -32.79  -30.44
149,0.50,-12.62  -17.69  -26.54
150,0.44,-23.11  -19.39  -19.99
151,0.52,-30.95  -34.71  -34.86
152,0.47,-30.79  -25.83  -24.35
153,0.48,-23.85  -15.71  -32.01
154,0.33,-27.97  -17.41  -24.04
155,0.36,-21.37  -20.55  -23.21
156,0.53,-25.88  -30.11  -27.26
157,0.50,-28.79  -32.41  -22.20
158,0.30,-26.76  -20.67  -22.18
159,0.31,-25.45  -26.07  -22.36
160,0.60,-21.62  -29.01  -33.57
161,0.63,-26.36  -24.74  -26.90
162,0.30,-25.53  -24.46  -25.63
163,0.40,-32.65  -32.11  -34.52
164,0.36,-23.13  -22.45  -29.68
165,0.38,-23.08  -30.59  -5.64
166,0.57,-40.00  -28.12  -15.32
167,0.40,-26.10  -26.42  -23.83
168,0.48,-36.74  -22.31  -32.74
169,0.66,-18.99  -23.74  -35.45
170,0.75,-29.76  -23.78  -28.81
171,0.38,-18.74  -25.51  -22.07
172,0.43,-23.42  -25.55  -20.39
173,0.45,-34.57  -28.17  -36.58
174,0.28,-17.09  -17.70  -23.75
175,0.35,-25.28  -21.32  -24.67
176,0.42,-20.88  -17.31  -18.47
177,0.37,-32.73  -38.19  -32.87
178,0.38,-27.23  -28.88  -31.12
179,0.49,-15.87  -26.19  -41.13
180,0.70,-24.35  -23.46  -28.53
181,0.72,-43.26  -27.02  -27.39
182,0.64,-20.41  -21.28  -27.30
183,0.39,-20.52  -18.26  -19.66
184,0.63,-22.73  -18.62  -18.64
185,0.56,-27.80  -27.03  -25.14
186,0.41,-22.11  -17.88  -29.54
187,0.59,-18.56  -28.28  -30.91
188,0.56,-22.69  -27.13  -16.92
189,0.55,-27.98  -27.80  -33.09
190,0.74,-29.68  -26.83  -23.83
191,0.36,-25.65  -20.78  -23.12
192,0.48,-27.10  -31.05  -18.33
193,0.37,-34.51  -26.88  -24.43
194,0.60,-28.75  -31.59  -27.37
195,0.30,-24.47  -18.89  -17.84
196,0.32,-31.77  -28.91  -35.43
197,0.41,-26.11  -28.42  -21.22
198,0.33,-16.93  -18.57  -21.35
199,0.53,-27.60  -26.47  -29.00
200,0.48,-30.84  -25.63  -27.57
201,0.63,-33.03  -18.75  -20.42
202,0.58,-20.93  -31.47  -21.01
203,0.55,-29.74  -22.67  -33.07
204,0.42,-21.25  -20.01  -22.80
205,0.49,-23.25  -23.19  -25.58
206,0.77,-26.37  -28.91  -29.57
207,0.53,-25.03  -26.11  -27.80
208,0.43,-28.08  -29.71  -31.83
209,0.59,-22.02  -27.63  -26.47
210,0.37,-31.98  -19.87  -24.97
211,0.73,-27.36  -25.97  -34.55
212,0.49,-26.57  -26.54  -29.20
213,0.62,-25.38  -31.01  -17.30
214,0.51,-24.14  -21.85  -20.99
215,0.84,-25.61  -25.15  -31.50
216,0.37,-24.13  -20.50  -22.30
217,0.40,-27.07  -24.10  -21.24
218,0.49,-30.58  -23.80  -21.13
219,0.40,-25.47  -28.92  -27.28
220,0.65,-32.42  -26.40  -22.52
221,0.71,-30.25  -29.70  -18.79
222,0.36,-25.62  -23.46  -23.06
223,0.72,-16.23  -31.50  -20.33
224,0.63,-20.61  -34.72  -14.74
225,0.50,-29.18  -27.31  -26.43
226,0.36,-30.75  -24.13  -24.54
227,0.45,-28.36  -24.02  -34.40
228,0.61,-30.46  -25.11  -38.71
229,0.25,-32.55  -27.81  -28.24
230,0.39,-36.66  -31.67  -32.65
231,0.36,-30.85  -25.42  -24.18
232,0.31,-24.31  -25.54  -27.13
233,0.56,-29.37  -19.53  -21.91
234,0.63,-31.83  -36.39  -28.11
235,0.48,-27.58  -32.51  -33.21
236,0.42,-17.55  -29.43  -26.47
237,0.40,-19.13  -13.83  -26.00
238,0.42,-18.02  -20.11  -18.57
239,0.61,-30.19  -25.01  -20.44
240,0.35,-23.71  -23.96  -27.15
241,0.81,-18.26  -36.82  -34.17
242,0.62,-25.85  -28.06  -29.12
243,0.68,-31.30  -21.80  -17.89
244,0.59,-24.61  -19.93  -30.44
245,0.57,-28.87  -36.08  -30.31
246,0.55,-28.35  -24.76  -30.99
247,0.66,-26.01  -32.85  -25.59
248,0.85,-27.68  -25.09  -22.88
249,0.48,-22.15  -29.94  -20.23
250,0.63,-33.97  -23.99  -18.65
251,0.62,-24.85  -26.47  -31.37
252,0.38,-24.96  -25.20  -37.14
253,0.46,-27.41  -26.78  -26.95
254,0.46,-31.33  -23.87  -29.83
255,0.31,-32.02  -22.73  -29.13
256,0.45,-21.76  -15.46  -20.03
257,0.40,-19.67  -26.54  -27.02
258,0.35,-26.24  -22.95  -19.68
259,0.35,-26.21  -31.64  -24.31
260,0.38,-28.18  -25.64  -31.52
261,0.37,-26.42  -23.14  -29.09
262,0.50,-29.01  -30.39  -26.08
263,0.35,-24.76  -35.09  -29.38
264,0.77,-21.44  -17.87  -26.77
265,0.64,-30.44  -22.50  -26.08
266,0.46,-32.72  -31.07  -28.76
267,0.29,-32.00  -31.77  -26.38
268,0.67,-26.89  -22.07  -17.03
269,0.52,-34.04  -33.12  -29.24
270,0.45,-24.09  -25.47  -26.05
271,0.43,-17.55  -21.30  -19.89
272,0.46,-24.85  -13.76  -18.60
273,0.58,-33.85  -20.91  -23.79
274,0.45,-28.57  -27.14  -35.04
275,0.40,-26.42  -24.34  -23.53
276,0.42,-18.86  -20.25  -21.92
277,0.30,-23.19  -23.61  -22.14
278,0.34,-16.70  -17.00  -19.44
279,0.66,-27.44  -23.24  -21.61
280,0.50,-33.02  -35.72  -25.95
281,0.55,-30.21  -24.36  -25.23
282,0.34,-25.91  -27.95  -27.17
283,0.37,-32.02  -33.96  -25.46
284,0.46,-18.88  -22.60  -21.67
285,0.79,-38.80  -21.78  -27.98
286,0.69,-13.16  -21.47  -25.72
287,0.48,-28.19  -27.62  -27.54
288,0.66,-16.49  -27.45  -26.88
289,0.35,-27.73  -26.45  -28.07
290,0.37,-20.48  -22.94  -25.09
291,0.56,-24.14  -25.21  -9.46
292,0.34,-32.19  -32.87  -31.23
293,0.60,-19.64  -16.53  -20.50
294,0.32,-28.93  -29.82  -36.38
295,0.48,-24.51  -28.23  -17.27
296,0.26,-29.12  -32.82  -33.43
297,0.48,-20.04  -10.26  -20.74
298,0.35,-27.86  -33.67  -36.44
299,0.36,-27.20  -27.75  -33.12
300,0.38,-27.88  -29.50  -27.24
301,0.38,-18.62  -31.81  -35.18
302,0.39,-24.69  -23.55  -25.16
303,0.28,-25.68  -21.72  -23.36
304,0.53,-23.69  -25.48  -23.83
305,0.44,-23.47  -20.69  -26.00
306,0.58,-26.24  -31.40  -31.65
307,0.31,-21.26  -26.05  -20.89
308,0.34,-21.71  -30.63  -23.01
309,0.41,-18.68  -14.89  -18.58
310,0.80,-38.44  -41.72  -28.97
311,0.65,-40.34  -33.79  -26.23
312,0.84,-10.24  -27.12  -22.28
313,0.44,-22.40  -25.37  -27.44
314,0.78,-24.19  -34.99  -21.25
315,0.46,-17.41  -19.86  -20.35
316,0.46,-34.66  -31.76  -20.53
317,0.57,-36.29  -37.59  0.00
318,0.45,-13.48  -24.97  -34.91
319,0.34,-31.45  -19.54  -19.15
320,0.38,-23.14  -22.80  -22.45
321,0.35,-31.32  -29.17  -26.77
322,0.38,-20.45  -15.84  -21.03
323,0.75,-23.93  -27.31  -37.01
324,0.44,-25.12  -18.09  -17.13
325,0.37,-28.40  -24.12  -16.08
326,0.77,-29.49  -16.37  -18.20
327,0.41,-21.41  -20.50  -16.20
328,0.75,-16.96  -14.87  -30.51
329,0.60,-35.01  -29.51  -26.96
330,0.76,-13.25  -22.99  -20.56
331,0.33,-28.99  -22.49  -32.72
332,0.67,-28.77  -31.15  -33.30
333,0.61,-30.35  -22.66  -24.23
334,0.49,-28.08  -19.98  -17.49
335,0.33,-20.16  -20.74  -15.75
336,0.55,-18.75  -19.46  -21.05
337,0.57,-27.15  -13.67  -26.95
338,0.30,-20.31  -22.17  -22.21
339,0.28,-21.23  -19.86  -24.11
340,0.56,-26.94  -24.03  -19.25
341,0.77,-25.25  -22.49  -25.46
342,0.57,-37.30  -23.80  -23.69
343,0.66,-39.50  -32.25  -29.52
344,0.29,-22.67  -20.68  -21.80
345,0.50,-33.12  -23.79  -28.57
346,0.63,-21.08  -23.08  -18.74
347,0.48,-30.91  -22.69  -24.62
348,0.63,-24.50  -29.14  -21.13
349,0.47,-25.21  -21.32  -18.53
350,0.62,-17.40  -21.37  -19.97
351,0.72,-25.32  -32.05  -33.41
352,0.76,-29.53  -34.30  -15.33
353,0.75,-18.77  -23.47  -22.32
354,0.51,-27.44  -26.97  -15.32
355,0.43,-26.45  -21.34  -19.72
356,0.57,-33.30  -30.57  -33.90
357,0.34,-19.55  -19.28  -36.57
358,0.52,-40.13  -40.30  -35.19
359,0.40,-28.23  -33.26  -35.80
360,0.33,-31.30  -25.56  -22.37
361,0.52,-28.17  -26.32  -35.62
362,0.33,-31.23  -27.73  -23.46
363,0.37,-31.34  -26.18  -31.74
364,0.68,-24.26  -18.05  -20.53
365,0.40,-24.90  -24.13  -27.30
366,0.38,-22.45  -26.03  -35.33
367,0.55,-27.60  -22.80  -22.40
368,0.40,-32.25  -34.67  -23.32
369,0.43,-20.71  -24.95  -22.59
370,0.66,-24.58  -16.65  -15.47
371,0.67,-14.45  -30.36  -33.96
372,0.36,-26.92  -29.42  -30.61
373,0.32,-31.97  -29.31  -29.07
374,0.37,-26.91  -26.41  -27.66
375,0.52,-24.70  -17.76  -19.48
376,0.61,-22.55  -29.71  -23.78
377,0.51,-24.53  -31.29  -24.03
378,0.77,-23.78  -29.01  -17.00
379,0.33,-23.30  -26.05  -22.71
380,0.33,-26.43  -24.43  -23.53
381,0.66,-27.24  -30.47  -24.00
382,0.54,-31.50  -25.65  -26.72
383,0.48,-22.74  -28.29  -28.77
384,0.36,-25.90  -24.46  -20.86
385,0.36,-22.91  -26.42  -31.38
386,0.51,-27.21  -26.07  -29.84
387,0.45,-27.65  -27.58  -29.06
388,0.62,-34.76  -29.46  -29.31
389,0.45,-23.57  -26.71  -31.88
390,0.30,-20.77  -22.35  -26.29
391,0.44,-27.52  -22.84  -28.18
392,0.72,-20.48  -29.34  -27.67
393,0.48,-15.26  -16.43  -17.91
394,0.65,-17.18  -25.00  -24.99
395,0.81,-23.57  -18.66  -21.68
396,0.55,-34.53  -25.58  -29.63
397,0.31,-22.46  -23.20  -18.92
398,0.67,-19.58  -23.15  -19.11
399,0.44,-19.97  -23.21  -21.79
400,0.63,-27.70  -25.52  -33.14
401,0.39,-25.62  -35.33  -23.42
402,0.70,-30.62  -26.94  -27.12
403,0.71,-25.95  -14.32  -31.25
404,0.54,-16.93  -20.67  -25.15
405,0.31,-24.23  -20.37  -21.54
406,0.32,-29.02  -27.45  -28.46
407,0.68,-30.04  -22.13  -38.30
408,0.79,-23.74  -24.91  -28.91
409,0.36,-27.99  -29.66  -34.42
410,0.50,-19.17  -20.64  -34.24
411,0.30,-24.19  -28.93  -35.11
412,0.59,-32.88  -23.31  -23.29
413,0.54,-19.66  -23.85  -21.22
414,0.30,-18.12  -22.66  -18.32
415,0.45,-32.79  -30.29  -29.69
416,0.58,-29.20  -33.08  -24.42
417,0.62,-22.35  -17.53  -26.61
418,0.54,-39.41  -30.63  -27.63
419,0.32,-21.47  -18.86  -26.45
420,0.58,-24.99  -21.74  -19.94
421,0.35,-34.05  -30.54  -34.39
422,0.34,-23.49  -22.69  -27.41
423,0.56,-15.58  -24.35  -17.81
424,0.64,-21.65  -21.29  -17.46
425,0.54,-17.81  -32.80  -28.75
426,0.72,-37.49  -22.29  -15.20
427,0.59,-23.21  -29.59  -29.09
428,0.34,-17.92  -28.39  -20.02
429,0.37,-25.32  -25.05  -19.30
430,0.48,-27.73  -22.88  -21.33
431,0.30,-32.66  -27.96  -28.85
432,0.58,-32.08  -25.91  -30.65
433,0.28,-34.65  -31.89  -31.53
434,0.70,-27.45  -29.68  -25.54
435,0.80,-15.27  -30.59  -36.08
436,0.45,-20.96  -18.66  -13.28
437,0.77,-32.14  -34.14  -26.66
438,0.39,-30.38  -32.90  -33.00
439,0.29,-16.86  -20.00  -24.21
440,0.39,-26.31  -28.48  -27.99
441,0.32,-28.93  -38.90  -27.11
442,0.56,-32.06  -25.10  -37.70
443,0.32,-23.56  -13.86  -17.77
444,0.43,-21.17  -15.71  -19.56
445,0.29,-31.79  -35.64  -30.70
446,0.28,-35.56  -29.50  -34.16
447,0.64,-24.00  -24.61  -24.64
448,0.55,-22.53  -23.36  -29.88
449,0.61,-33.65  -36.02  -30.36
450,0.52,-29.96  -28.50  -28.99
451,0.52,-29.12  -23.47  -38.11
452,0.29,-29.06  -18.50  -21.97
453,0.45,-22.32  -24.79  -23.01
454,0.43,-28.34  -21.03  -17.74
455,0.42,-16.08  -20.71  -20.40
456,0.32,-26.13  -29.59  -29.62
457,0.49,-37.32  -32.15  -36.63
458,0.46,-19.17  -26.19  -24.53
459,0.72,-31.07  -35.25  -32.49
460,0.81,-22.63  -18.80  -15.17
461,0.30,-23.15  -27.11  -35.96
462,0.36,-19.60  -19.27  -27.89
463,0.86,-37.95  -16.81  -24.08
464,0.44,-17.92  -25.93  -9.74
465,0.59,-26.65  -37.09  -31.34
466,0.52,-24.57  -35.05  -36.90
467,0.67,-30.75  -26.32  -21.05
468,0.53,-18.16  -14.78  -21.24
469,0.66,-29.29  -27.01  -28.36
470,0.55,-31.40  -25.58  -23.10
471,0.64,-24.11  -30.89  -25.46
472,0.33,-26.91  -18.11  -21.93
473,0.57,-29.85  -25.74  -29.74
474,0.58,-14.14  -34.04  -34.90
475,0.61,-33.34  -24.42  -30.12
476,0.56,-20.23  -26.15  -25.07
477,0.61,-28.73  -25.55  -21.51
478,0.35,-29.11  -25.09  -24.87
479,0.43,-22.05  -28.60  -21.45
480,0.55,-13.28  -23.55  -29.82
481,0.51,-6.95  -25.55  -16.81
482,0.60,-12.57  -23.52  -19.65
483,0.37,-24.96  -19.81  -24.23
484,0.68,-15.14  -19.04  -19.51
485,0.46,-30.23  -31.67  -23.74
486,0.74,-35.54  -22.88  -24.99
487,0.67,-18.84  -33.38  -20.33
488,0.75,-27.87  -34.95  -30.52
489,0.72,-30.19  -12.71  -22.26
490,0.40,-31.74  -33.52  -34.75
491,0.68,-36.16  -29.23  -28.20
492,0.32,-24.51  -33.62  -34.86
493,0.40,-22.61  -33.60  -25.59
494,0.40,-34.65  -35.07  -29.98
495,0.31,-27.51  -24.13  -27.15
496,0.73,-20.71  -25.24  -19.47
497,0.32,-21.01  -20.64  -19.79
498,0.64,-23.65  -23.18  -14.32
499,0.75,-25.32  -24.94  -25.02
500,0.50,-29.71  -32.08  -24.57
501,0.63,-22.12  -25.22  -22.62
502,0.37,-18.48  -14.12  -21.65
503,0.49,-22.39  -22.45  -22.64
504,0.48,-23.93  -22.90  -19.36
505,0.41,-18.66  -25.15  -25.35
506,0.58,-23.15  -40.47  -27.19
507,0.50,-17.67  -19.49  -23.09
508,0.50,-26.22  -23.82  -29.48
509,0.52,-21.12  -20.22  -22.63
510,0.36,-29.72  -28.19  -28.40
511,0.48,-13.98  -16.03  -17.98
512,0.40,-30.91  -28.21  -29.54
513,0.35,-19.97  -21.45  -19.12
514,0.38,-34.23  -31.64  -26.16
515,0.49,-26.52  -23.59  -18.76
516,0.62,-36.71  -21.05  -26.20
517,0.36,-27.55  -27.34  -29.42
518,0.37,-26.84  -29.99  -23.21
519,0.77,-19.85  -26.33  -35.83
520,0.66,-33.14  -38.10  -32.02
521,0.49,-27.76  -24.61  -26.70
522,0.45,-22.27  -24.57  -25.31
523,0.61,-9.48  -28.68  -23.50
524,0.28,-25.86  -20.35  -26.66
525,0.32,-36.84  -29.46  -35.13
526,0.43,-26.27  -31.52  -24.53
527,0.39,-25.66  -23.22  -31.77
528,0.36,-29.45  -31.00  -24.52
529,0.52,-34.50  -31.69  -29.21
530,0.35,-19.57  -23.14  -19.47
531,0.60,-12.81  -20.50  -23.54
532,0.32,-18.57  -22.80  -21.30
533,0.80,-33.83  -36.17  -29.40
534,0.46,-21.97  -34.94  -25.49
535,0.64,-35.64  -27.16  -25.26
536,0.33,-31.02  -23.33  -21.99
537,0.57,-29.25  -29.66  -36.68
538,0.34,-29.37  -30.09  -29.17
539,0.38,-26.63  -26.39  -29.11
540,0.80,-20.48  -21.12  -23.61
541,0.49,-20.97  -19.35  -14.83
542,0.35,-35.09  -34.41  -31.66
543,0.54,-18.77  -19.76  -20.57
544,0.85,-22.27  -31.35  -18.54
545,0.69,-15.55  -22.60  -17.49
546,0.44,-32.15  -26.48  -34.71
547,0.42,-29.30  -24.11  -32.89
548,0.34,-23.06  -31.54  -30.91
549,0.32,-25.70  -26.57  -23.12
550,0.44,-28.29  -25.75  -28.92
551,0.52,-16.87  -17.67  -23.20
552,0.48,-24.91  -24.09  -24.36
553,0.58,-26.31  -20.47  -19.87
554,0.53,-25.87  -21.85  -20.43
555,0.35,-19.34  -21.99  -19.18
556,0.66,-22.99  -21.27  -24.45
557,0.33,-29.87  -20.71  -23.79
558,0.44,-30.19  -29.98  -26.17
559,0.46,-24.14  -21.03  -27.48
560,0.68,-24.49  -26.75  -29.52
561,0.35,-30.21  -26.93  -32.06
562,0.29,-26.34  -21.28  -32.94
563,0.34,-22.37  -33.55  -36.58
564,0.47,-30.42  -26.33  -25.00
565,0.45,-18.01  -34.83  -22.44
566,0.42,-28.25  -23.98  -20.16
567,0.52,-24.63  -29.05  -25.12
568,0.56,-40.71  -33.87  -28.93
569,0.45,-40.02  -30.94  -25.58
570,0.84,-27.46  -25.84  -20.18
571,0.56,-27.28  -23.30  -22.68
572,0.41,-27.30  -22.21  -23.07
573,0.35,-20.32  -15.99  -19.27
574,0.31,-28.63  -25.43  -19.22
575,0.54,-22.40  -16.33  -23.73
576,0.34,-33.58  -25.36  -19.63
577,0.48,-20.93  -23.56  -28.97
578,0.31,-23.74  -18.94  -27.32
579,0.34,-27.99  -26.69  -23.72
580,0.41,-19.74  -25.41  -21.85
581,0.51,-19.26  -21.24  -20.22
582,0.40,-35.22  -28.09  -26.27
583,0.35,-25.70  -25.68  -23.64
584,0.49,-19.34  -19.32  -21.44
585,0.55,-24.01  -24.35  -29.15
586,0.40,-22.32  -22.39  -18.44
587,0.62,-25.32  -29.04  -17.06
588,0.60,-25.17  -26.93  -32.83
589,0.41,-23.03  -31.75  -24.93
590,0.82,-19.51  -23.07  -26.44
591,0.58,-20.22  -32.75  -29.53
592,0.65,-19.15  -19.68  -15.90
593,0.43,-19.99  -18.42  -19.55
594,0.74,-20.31  -25.69  -11.38
595,0.58,-28.88  -26.04  -20.35
596,0.71,-34.29  -24.30  -22.91
597,0.32,-27.56  -27.97  -24.76
598,0.52,-27.39  -23.01  -18.53
599,0.60,-31.72  -23.48  -27.81
600,0.44,-21.99  -29.32  -24.68
601,0.30,-26.00  -20.68  -18.58
602,0.49,-17.83  -19.38  -14.65
603,0.66,-24.47  -30.47  -29.50
604,0.49,-26.34  -21.40  -18.46
605,0.45,-18.85  -13.49  -20.30
606,0.30,-29.54  -26.65  -25.54
607,0.40,-30.43  -28.77  -30.26
608,0.55,-22.52  -31.90  -15.82
609,0.39,-26.75  -18.26  -21.31
610,0.72,-10.39  -21.33  -22.36
611,0.30,-27.62  -26.68  -22.80
612,0.62,-20.01  -21.81  -18.33
613,0.29,-15.80  -28.31  -28.36
614,0.35,-32.20  -24.55  -26.39
615,0.41,-32.27  -28.90  -33.00
616,0.53,-25.92  -35.00  -27.79
617,0.65,-22.40  -27.69  -31.73
618,0.39,-31.35  -31.81  -30.09
619,0.64,-18.28  -30.77  -12.47
620,0.64,-12.73  -12.65  -25.78
621,0.32,-18.73  -24.06  -21.52
622,0.42,-29.04  -26.95  -21.39
623,0.65,-32.24  -27.54  -34.70
624,0.27,-16.63  -18.19  -23.69
625,0.55,-20.50  -24.67  -25.10
626,0.30,-21.42  -21.14  -18.41
627,0.63,-36.06  -35.35  -33.52
628,0.28,-23.58  -30.29  -27.62
629,0.75,-28.71  -26.46  -30.83
630,0.37,-18.66  -22.30  -21.83
631,0.43,-35.21  -32.58  -30.87
632,0.44,-30.93  -21.20  -25.77
633,0.46,-30.14  -29.03  -29.07
634,0.51,-28.89  -31.74  -33.18
635,0.42,-20.50  -22.70  -24.88
636,0.39,-25.17  -22.41  -18.82
637,0.53,-28.90  -34.05  -32.95
638,0.35,-36.78  -27.31  -29.30
639,0.48,-30.51  -28.56  -27.97
640,0.63,-30.71  -15.83  -26.70
641,0.31,-37.32  -26.09  -29.49
642,0.70,-29.58  -23.70  -20.50
643,0.48,-27.60  -21.98  -27.70
644,0.48,-38.24  -23.45  -31.35
645,0.42,-26.74  -22.64  -23.40
646,0.66,-16.44  -19.28  -26.46
647,0.45,-25.68  -31.36  -18.66
648,0.41,-21.97  -17.32  -22.67
649,0.45,-25.02  -23.15  -34.58
650,0.61,-22.91  -30.58  -30.06
651,0.72,-17.04  -16.94  -27.09
652,0.58,-26.61  -19.06  -28.49
653,0.45,-21.04  -21.58  -21.27
654,0.37,-24.02  -20.25  -20.89
655,0.58,-31.07  -26.34  -28.17
656,0.70,-30.26  -37.93  -25.55
657,0.79,-21.25  -26.46  -29.57
658,0.55,-19.48  -21.95  -20.55
659,0.44,-26.78  -26.49  -38.87
660,0.51,-33.83  -20.35  -14.61
661,0.68,-27.91  -24.37  -27.23
662,0.27,-22.53  -24.48  -23.88
663,0.51,-35.29  -28.97  -17.10
664,0.52,-23.40  -27.43  -24.93
