id,q-table
101,-13.26  -11.14  0.00
102,-10.24  -17.36  -14.01
103,-15.34  -10.02  0.00
104,-21.22  -14.81  0.00
105,-18.98  -21.08  0.00
106,-17.86  -10.35  0.00
107,-10.50  -15.13  0.00
108,-8.16  -5.07  -4.38
109,-6.76  -9.21  -9.49
110,-16.01  -12.47  0.00
111,-23.83  0.00  0.00
112,-13.32  -11.78  -14.02
113,-14.77  -5.86  0.00
114,-12.14  -23.66  0.00
115,-21.69  -12.94  -15.24
116,-11.45  -12.46  -9.20
117,-12.65  -17.21  -15.31
118,-6.46  -9.14  -6.90
119,-14.34  -10.48  -12.83
120,-5.88  -12.54  -12.55
121,0.00  -31.13  -11.03
122,-31.65  0.00  0.00
123,-15.12  -18.35  -18.15
124,-16.27  -25.07  0.00
125,-22.04  -30.96  0.00
126,-15.65  0.00  -8.04
127,0.00  -14.68  -16.70
128,-12.38  -13.77  -16.95
129,-9.62  -9.73  -10.41
130,-23.16  -31.05  0.00
131,0.00  -9.92  -13.71
132,-19.57  -22.40  -14.62
133,-16.00  -19.29  -9.33
134,-12.78  0.00  -19.05
135,0.00  -6.57  -20.27
136,-18.46  0.00  -10.30
137,-23.29  0.00  -24.04
138,-6.69  -6.37  -9.62
139,-24.21  -10.18  0.00
140,-17.37  -6.28  0.00
141,-29.79  -9.64  0.00
142,-8.84  -16.81  0.00
143,-17.42  -14.46  -14.48
144,-25.30  -19.81  0.00
145,-18.61  -11.05  0.00
146,-13.66  -10.81  -9.91
147,-16.86  0.00  -14.42
148,-27.60  0.00  -17.00
149,-10.02  -15.24  0.00
150,-8.99  0.00  -20.32
151,-10.32  0.00  -19.29
152,-15.63  0.00  -13.44
153,-16.58  -15.58  -10.81
154,-9.00  -7.16  -10.78
155,-12.36  -14.84  0.00
156,-23.21  -13.04  0.00
157,0.00  -18.15  -29.94
158,-18.47  -20.66  0.00
159,-16.16  -18.34  -21.00
160,-13.06  -21.85  -17.44
161,-17.51  -12.43  0.00
162,-22.60  -12.24  -16.09
163,0.00  -19.69  -7.98
164,-5.41  0.00  -18.69
165,0.00  0.00  -15.23
166,0.00  -25.92  0.00
167,-4.64  -17.09  0.00
168,0.00  -32.30  0.00
169,-11.84  -17.41  -13.76
170,0.00  -26.67  -8.03
171,-8.14  0.00  -18.76
172,-18.22  -14.30  -8.88
173,-11.38  -6.20  -7.90
174,0.00  0.00  -23.09
175,-22.33  0.00  0.00
176,-14.48  -15.83  -14.01
177,0.00  -18.07  -5.00
178,-11.08  -12.09  -6.61
179,-17.57  -16.48  0.00
180,-10.83  0.00  -19.92
181,-31.32  -12.84  0.00
182,-25.05  0.00  -6.68
183,-27.17  0.00  -21.97
184,-17.88  -19.19  0.00
185,-11.33  -25.27  0.00
186,-21.21  -21.57  0.00
187,-20.47  -17.45  -16.20
188,-11.81  -13.38  -11.95
189,-11.29  0.00  -13.03
190,0.00  -19.39  -18.01
191,-13.94  -15.55  -9.62
192,0.00  -17.58  -16.96
193,-11.90  -4.37  0.00
194,-16.53  -13.03  0.00
195,-4.99  -8.01  -7.55
196,-23.85  -17.67  0.00
197,-24.28  -20.08  -20.79
198,-16.16  0.00  -8.83
199,-26.44  -11.95  0.00
200,0.00  -13.12  -18.64
201,-8.84  -7.36  -8.59
202,-28.26  -14.03  0.00
203,-24.98  -9.46  0.00
204,0.00  -25.51  0.00
205,-6.14  -16.34  0.00
206,-6.21  -5.78  -5.62
207,-14.95  -6.90  0.00
208,-9.34  -19.63  -11.35
209,-28.23  0.00  -9.91
210,-10.25  -10.94  -8.37
211,-7.46  -8.67  -15.98
212,-17.24  -9.77  0.00
213,-9.06  -7.92  -13.79
214,-29.72  -20.46  0.00
215,-10.93  -8.15  -11.40
216,-13.36  -15.94  -7.68
217,0.00  -21.87  -10.29
218,0.00  -15.36  -7.45
219,-11.59  -13.33  -11.30
220,0.00  -5.43  -12.27
221,-26.04  0.00  -13.27
222,0.00  -25.64  -13.84
223,-20.16  0.00  -16.26
224,-9.17  -10.19  0.00
225,-6.90  -14.29  0.00
226,-7.47  -12.46  -14.51
227,-14.51  0.00  -27.41
228,-14.86  -12.98  -15.06
229,-15.96  -6.76  0.00
230,-4.38  -7.59  -8.55
231,-10.08  -23.86  0.00
232,-18.51  -28.01  0.00
233,-12.43  -15.70  0.00
234,-12.72  0.00  -28.38
235,0.00  -23.30  -6.18
236,-10.48  -13.88  -10.95
237,-11.28  -9.39  0.00
238,-33.12  0.00  0.00
239,-5.00  0.00  -11.69
240,-13.28  -5.46  -12.66
241,-24.41  0.00  -12.00
242,-11.33  -6.47  -10.14
243,-15.96  -12.29  -14.96
244,-10.49  -5.58  0.00
245,-7.03  -6.46  -10.88
246,-8.76  -16.40  0.00
247,-14.06  -18.57  -16.63
248,-6.24  0.00  -11.79
249,0.00  -6.58  -14.11
250,-12.98  0.00  -5.50
251,-18.11  -23.29  0.00
252,-17.47  -7.45  0.00
253,-23.68  0.00  -9.63
254,-39.51  0.00  0.00
255,-16.54  -8.76  0.00
256,-23.35  -12.66  0.00
257,0.00  -26.27  0.00
258,-19.53  -14.85  0.00
259,-10.55  0.00  -23.15
260,0.00  -19.59  -10.98
261,0.00  -28.55  -17.65
262,-13.42  -6.34  0.00
263,-13.51  -12.29  -7.14
264,-12.37  -22.92  0.00
265,-16.80  -8.42  0.00
266,-10.36  -20.26  -15.51
267,-13.73  -17.72  -13.41
268,-6.50  0.00  -20.60
269,-12.17  -8.07  0.00
270,0.00  -16.53  -17.69
271,-19.49  -10.65  0.00
272,-12.72  0.00  -19.92
273,-12.20  -11.91  -11.06
274,-5.61  -11.48  -12.23
275,-8.97  -8.65  -7.04
276,-28.19  0.00  0.00
277,-9.78  -20.63  0.00
278,-5.66  -8.52  -5.68
279,-14.58  -8.42  -11.02
280,0.00  -8.33  -26.24
281,-16.66  -11.10  -8.30
282,-17.85  -22.25  -13.38
283,-14.39  0.00  -24.28
284,-17.26  0.00  -20.11
285,-9.93  -13.02  0.00
286,-17.58  -10.91  -14.46
287,-5.33  -17.01  0.00
288,-9.75  -10.26  -13.18
289,-12.81  -14.06  -13.50
290,0.00  -10.52  -15.88
291,0.00  0.00  -29.02
292,-33.35  0.00  0.00
293,-11.14  -17.88  -17.04
294,-21.55  0.00  0.00
295,-13.90  -8.98  -12.01
296,-16.14  -15.11  -12.36
297,-7.10  -8.65  -7.80
298,-10.44  -9.48  -9.28
299,-12.63  -12.97  -11.23
300,0.00  -15.27  -11.90
301,-6.05  -12.68  0.00
302,-13.95  -12.38  -10.89
303,-22.51  0.00  -8.90
304,-8.05  -11.71  -6.86
305,-8.15  -12.65  0.00
306,-9.99  -15.61  -20.82
307,0.00  -21.04  -16.82
308,-6.11  -6.41  -9.74
309,-10.69  -6.77  -9.20
310,-10.94  -10.43  0.00
311,0.00  -10.47  -13.92
312,0.00  -9.86  -17.36
313,0.00  -19.16  -20.83
314,0.00  0.00  -26.20
315,-14.33  -24.30  0.00
316,-4.47  -7.97  -8.21
317,-15.62  -12.34  -19.64
318,-18.24  -16.71  -16.90
319,-13.68  0.00  -4.70
320,-21.01  -17.76  0.00
321,-5.33  -9.82  -10.42
322,0.00  -25.07  0.00
323,-5.81  -7.17  -7.15
324,-14.28  0.00  -17.80
325,-10.06  -15.84  0.00
326,0.00  0.00  -26.16
327,-15.72  -12.58  0.00
328,-10.47  -19.63  -21.39
329,-9.46  -9.15  -14.01
330,-11.72  -10.36  -20.05
331,-28.80  -15.54  0.00
332,-5.39  -11.72  0.00
333,-15.53  -20.55  -14.22
334,-10.72  0.00  -14.74
335,-8.33  -9.86  -13.53
336,0.00  -18.69  -13.00
337,0.00  -12.18  -20.24
338,-14.73  -12.14  0.00
339,-13.53  -19.48  -17.42
340,-10.15  -20.42  0.00
341,-14.01  -16.83  -9.45
342,-11.66  0.00  0.00
343,-14.55  -4.78  0.00
344,-17.58  -13.03  0.00
345,-6.93  -18.22  0.00
346,-21.92  0.00  0.00
347,-9.87  -19.01  0.00
348,-21.73  -11.56  0.00
349,-7.51  0.00  -11.85
350,-20.83  0.00  -22.14
351,0.00  -12.77  -19.35
352,-25.23  0.00  -15.82
353,-25.23  0.00  -10.64
354,-9.18  -10.65  -7.79
355,-28.16  -13.36  0.00
356,-29.66  -14.87  0.00
357,-17.58  0.00  -30.99
358,-11.84  0.00  -4.27
359,-17.62  -18.41  -15.05
360,-16.14  -10.08  0.00
361,-16.42  -6.03  0.00
362,-4.36  -9.23  -4.17
363,-17.35  0.00  -21.64
364,-13.62  -20.66  0.00
365,-19.68  0.00  0.00
366,0.00  -10.41  -28.59
367,-6.40  -6.37  -5.16
368,-8.66  -10.00  -7.39
369,0.00  -33.13  0.00
370,-12.45  -7.46  0.00
371,-14.50  0.00  -18.53
372,-21.40  -24.24  0.00
373,-16.20  -11.66  0.00
374,0.00  -16.36  -24.46
375,-16.97  0.00  -10.10
376,-11.56  -21.90  -22.59
377,-10.45  -6.88  -15.29
378,-12.24  -11.04  -12.54
379,-7.82  0.00  -19.80
380,-11.60  -10.44  -6.72
381,0.00  0.00  -33.57
382,-8.01  0.00  -16.38
383,-6.57  0.00  -16.46
384,-17.16  -11.16  -10.58
385,-28.26  -11.60  0.00
386,-13.99  -18.65  -19.23
387,-12.84  -13.29  0.00
388,-17.20  -7.82  -12.17
389,-20.55  -12.59  -12.20
390,-21.01  -10.04  -21.02
391,-10.94  -12.33  0.00
392,-5.56  -11.26  0.00
393,-10.06  -12.49  -12.85
394,0.00  -10.73  -9.48
395,-16.68  0.00  -31.38
396,0.00  -24.00  0.00
397,0.00  -20.91  0.00
398,-7.40  -13.18  -12.81
399,-14.49  -13.05  0.00
400,0.00  0.00  -25.44
401,-7.63  -12.22  -11.64
402,-13.75  -11.67  -17.18
403,-8.75  0.00  -18.58
404,-12.67  -13.32  -10.62
405,-14.68  0.00  -17.97
406,-9.03  0.00  -29.09
407,-30.76  0.00  0.00
408,-9.07  -15.78  0.00
409,-13.09  -19.68  0.00
410,-15.17  -24.63  0.00
411,-19.70  -16.75  -11.27
412,-9.22  -16.33  0.00
413,-16.71  -23.27  -17.81
414,-30.40  0.00  0.00
415,-12.04  -14.38  0.00
416,-16.16  0.00  -14.41
417,-17.85  -21.16  -21.21
418,-22.92  -13.39  0.00
419,-33.04  0.00  0.00
420,-9.81  -13.69  -10.10
421,-13.35  -8.66  -12.29
422,-12.57  -7.11  0.00
423,0.00  0.00  -17.51
424,0.00  -17.08  -10.39
425,-18.78  -12.45  0.00
426,0.00  -11.31  -8.23
427,-6.28  -9.44  -9.59
428,-9.45  -9.33  -6.10
429,-8.60  -17.59  0.00
430,0.00  -12.42  -13.31
431,-13.65  0.00  -23.77
432,-13.32  -12.29  -11.78
433,-23.97  0.00  0.00
434,-12.83  0.00  -7.79
435,0.00  -14.16  -22.34
436,-12.74  0.00  -13.79
437,-26.30  0.00  -22.05
438,-11.73  -14.20  -14.02
439,-10.84  -13.60  -17.36
440,-8.70  -8.57  -11.00
441,-13.04  0.00  -17.43
442,-33.01  0.00  -17.88
443,-9.48  -12.28  -17.14
444,-13.03  -14.16  -14.13
445,0.00  0.00  -17.94
446,0.00  -13.85  -8.88
447,-20.35  -8.96  0.00
448,0.00  -13.27  -15.71
449,-9.90  -18.95  -21.19
450,-5.98  -16.97  0.00
451,-10.68  -11.47  -9.84
452,-15.87  -10.19  0.00
453,-6.47  -11.71  -12.05
454,0.00  -9.36  -16.67
455,0.00  -35.69  0.00
456,0.00  -23.22  -15.03
457,-22.13  -11.32  -17.81
458,0.00  -18.80  -8.47
459,-7.73  -11.14  -13.64
460,-26.74  -16.34  0.00
461,-23.32  -9.27  0.00
462,-10.91  -8.15  -13.12
463,-13.32  -9.27  0.00
464,0.00  -21.33  -25.92
465,-12.36  0.00  -23.36
466,-16.43  -20.65  -20.42
467,-9.32  -12.64  -18.03
468,-12.14  -9.30  -8.57
469,0.00  -20.95  -16.71
470,-26.00  0.00  -11.07
471,-27.55  0.00  -10.43
472,-18.74  -16.41  -9.94
473,0.00  0.00  -18.70
474,-6.34  -8.93  -6.95
475,0.00  -14.72  -11.50
476,-12.82  -9.82  0.00
477,-12.83  -19.96  -12.01
478,-11.83  -10.75  0.00
479,-26.41  0.00  -11.94
480,-13.29  -5.75  0.00
481,-11.02  -20.29  -19.23
482,-12.74  -14.84  -13.51
483,0.00  -22.86  0.00
484,-12.27  -13.75  -18.00
485,-16.52  -24.99  0.00
486,-13.97  0.00  -15.49
487,-7.93  -7.49  -8.33
488,0.00  -9.24  -14.95
489,-12.30  -20.50  0.00
490,-17.93  -17.33  -12.25
491,0.00  -18.58  0.00
492,0.00  -9.73  -21.81
493,-22.15  0.00  -16.80
494,-10.70  -9.80  -9.56
495,-20.82  -13.46  -18.39
496,-22.96  -10.51  0.00
497,0.00  -19.61  0.00
498,-12.29  -10.07  0.00
499,-20.78  -27.24  0.00
500,-11.20  0.00  -16.00
501,-11.28  -11.03  -5.92
502,-12.05  -21.79  0.00
503,-10.59  -9.54  -9.74
504,-11.71  -6.28  0.00
505,0.00  -25.17  -15.16
506,-4.25  -9.90  -6.85
507,-6.87  -14.00  -10.64
508,-8.70  -15.59  -7.57
509,-10.92  0.00  -15.28
510,-6.44  0.00  -9.86
511,0.00  -17.96  -10.28
512,-6.49  -10.64  -7.47
513,-29.76  -15.52  0.00
514,-11.77  0.00  -26.20
515,-16.29  -25.59  0.00
516,-17.57  -10.41  0.00
517,-12.61  0.00  -26.65
518,-7.75  -4.59  -8.43
519,-7.67  -23.18  0.00
520,-18.18  -20.79  -20.13
521,-13.88  -13.52  -11.49
522,-10.15  -18.45  -20.13
523,-11.20  -18.37  0.00
524,-15.59  0.00  -7.44
525,-12.20  -10.33  -10.55
526,-13.67  -11.83  -8.75
527,0.00  0.00  -21.08
528,-6.72  -13.91  0.00
529,-8.87  0.00  -12.63
530,-16.19  -17.62  -20.15
531,-13.51  -12.38  -19.79
532,0.00  -14.90  -5.44
533,0.00  -11.82  -17.67
534,-13.01  -7.09  -11.73
535,-14.33  -10.39  -11.35
536,-10.87  -17.68  -17.23
537,-10.92  0.00  -9.05
538,-6.18  -6.04  -10.48
539,-27.73  -10.62  0.00
540,0.00  -22.61  0.00
541,-25.86  -11.43  0.00
542,-19.02  -10.01  0.00
543,-19.95  0.00  -10.60
544,-14.41  0.00  -22.60
545,0.00  -20.31  0.00
546,-11.79  -20.85  -14.41
547,-17.53  0.00  -11.52
548,-12.30  -13.70  -13.93
549,-20.43  -23.47  0.00
550,-13.86  -13.47  -16.01
551,-7.17  -14.95  -13.95
552,0.00  -10.21  -14.67
553,0.00  -27.70  -8.95
554,-9.23  -22.16  0.00
555,-18.56  -18.00  -16.48
556,-15.83  -16.52  -13.70
557,-15.39  0.00  -23.38
558,-15.86  -24.65  0.00
559,-14.01  -9.14  -18.40
560,-10.63  -9.81  -7.46
561,-12.37  -9.41  0.00
562,0.00  -23.12  -22.34
563,-9.70  0.00  -27.81
564,-12.17  0.00  -9.36
565,-15.41  -4.49  0.00
566,-9.48  0.00  -10.61
567,-20.46  -12.81  0.00
568,-11.86  -16.85  0.00
569,-22.09  0.00  -12.02
570,-9.56  -13.92  -9.38
571,-13.92  -17.15  -15.29
572,-6.93  0.00  -15.41
573,-10.55  -11.98  0.00
574,-27.54  -23.21  0.00
575,-15.00  -12.41  -10.85
576,-13.34  -9.76  -10.33
577,-16.56  -20.40  0.00
578,-33.33  -11.65  0.00
579,0.00  -14.31  -15.22
580,-19.46  -31.34  0.00
581,-14.95  -10.61  -12.77
582,-26.30  -12.52  0.00
583,-18.33  -21.56  -23.23
584,-13.76  -13.09  0.00
585,-13.78  -20.03  -18.23
586,-9.61  -12.83  0.00
587,-9.42  -15.32  -8.70
588,0.00  -9.73  -5.33
589,-22.15  -14.10  0.00
590,-12.27  -8.10  -7.80
591,-19.43  0.00  -21.17
592,-17.66  -16.20  -9.82
593,-23.03  0.00  -8.47
594,-13.06  -7.93  -11.97
595,-8.70  -6.25  -5.03
596,-12.94  0.00  -8.44
597,-8.26  -9.41  -9.45
598,-17.07  -13.81  -19.39
599,-7.26  0.00  -16.31
600,-9.04  -7.03  -10.26
601,-12.27  -14.60  -11.35
602,-6.15  -10.11  -12.48
603,-19.67  0.00  -6.47
604,-19.46  0.00  -33.19
605,-11.28  -23.89  0.00
606,0.00  -24.59  -10.28
607,-14.98  -15.57  -20.89
608,-11.75  0.00  -17.49
609,-33.96  -14.89  0.00
610,-27.11  0.00  -17.61
611,-6.01  -10.85  -4.62
612,-16.22  -10.31  0.00
613,-20.20  0.00  -16.35
614,-10.44  -8.13  -5.24
615,-5.34  -9.23  -5.18
616,0.00  -29.74  -22.07
617,-13.64  0.00  -25.62
618,-9.16  0.00  -22.24
619,-16.88  -16.74  -12.25
620,-8.50  -12.10  -15.49
621,-11.09  -14.77  -13.36
622,-11.80  -14.51  -10.37
623,-11.43  -7.33  -6.27
624,-7.63  -6.49  -11.73
625,-23.23  -17.92  0.00
626,-15.92  0.00  -22.55
627,-8.30  -10.03  -9.10
628,0.00  -5.94  -13.48
629,-10.83  -18.30  -13.87
630,0.00  -19.28  -22.82
631,-10.96  -14.38  -11.36
632,-15.60  -14.57  -12.43
633,-9.00  -8.02  -11.26
634,0.00  -21.33  0.00
635,-9.32  -20.56  -18.14
636,-14.57  -16.51  -14.53
637,0.00  -16.65  -10.18
638,-11.77  -7.47  -10.01
639,-16.27  0.00  -9.35
640,-19.57  -20.24  -9.64
641,-26.51  -15.55  0.00
642,-8.45  -12.31  -11.78
643,0.00  -24.17  -22.38
644,-13.12  -9.01  0.00
645,-11.05  -17.67  -18.74
646,-10.57  -12.15  -16.98
647,-13.18  -14.34  -11.59
648,0.00  -14.61  -6.86
649,0.00  -18.10  -11.36
650,-11.89  0.00  -14.84
651,-6.48  -8.59  -8.67
652,-30.50  0.00  0.00
653,-16.62  -16.89  -13.14
654,0.00  -16.03  -8.09
655,-9.57  -10.45  -11.17
656,-22.19  0.00  -18.28
657,-15.68  0.00  -6.13
658,-9.47  -8.41  -8.60
659,0.00  -15.15  -27.76
660,-8.31  -10.34  0.00
661,-22.31  -18.40  -15.21
662,-9.34  -9.37  -21.57
663,-8.51  -8.44  -11.18
664,-4.79  -4.85  -11.40
665,-7.21  -5.28  -6.78
666,-12.60  -13.39  -18.38
667,-14.46  -12.14  -8.98
668,-9.54  -13.61  -12.21
669,-9.27  -7.76  -7.19
670,-25.04  -16.92  0.00
671,-19.68  -11.41  0.00
672,-12.53  -12.65  -11.12
673,-21.69  0.00  -31.53
674,-20.77  0.00  0.00
675,0.00  -13.21  -9.77
676,-11.87  -9.56  -9.75
677,-7.31  0.00  -14.12
678,-26.32  -19.57  0.00
679,-14.71  -13.88  -20.10
680,-10.58  -18.70  -10.15
681,-13.27  0.00  -11.34
682,-14.62  -19.94  0.00
683,0.00  -13.27  -21.22
684,0.00  -22.01  -8.45
685,-17.44  -8.01  0.00
686,-9.60  0.00  -17.42
687,-7.32  -7.09  -7.27
688,-19.38  -14.87  -20.45
689,-12.88  -16.91  0.00
690,-6.06  -17.23  0.00
691,-15.34  -28.89  0.00
692,-16.01  -17.63  -12.95
693,-21.54  -15.84  -17.18
694,-16.81  -8.26  0.00
695,-4.74  -14.04  0.00
696,-16.42  0.00  -33.58
697,-15.59  -12.64  -7.34
698,-10.47  -15.05  0.00
699,-11.26  -10.81  -12.14
700,-20.57  -24.91  0.00
701,-14.29  0.00  -26.90
702,-8.30  -8.17  -10.63
703,-7.69  -24.66  0.00
704,-10.74  0.00  -24.83
705,-15.43  -18.80  -16.87
706,0.00  -13.58  -20.25
707,-18.98  -13.49  -15.24
708,-19.57  -22.40  0.00
709,-16.33  -9.50  -12.10
710,-14.60  -13.45  -17.12
711,-15.37  -15.49  -12.98
712,-13.15  0.00  -19.37
713,-11.96  -6.66  -6.49
714,-14.93  -9.55  0.00
715,0.00  -12.18  0.00
716,-23.06  -14.33  -10.23
717,-24.11  -22.44  0.00
718,0.00  -16.98  -14.29
719,0.00  -16.01  0.00
720,-19.09  -18.46  -11.59
721,-17.25  -27.68  0.00
722,-23.87  0.00  0.00
723,-19.85  -15.73  -14.58
724,-20.67  0.00  -17.68
725,-22.39  -6.72  0.00
726,-8.84  -17.41  0.00
727,-9.15  -8.36  -13.04
728,-9.10  -29.22  0.00
729,-21.81  0.00  0.00
730,-7.04  -13.54  0.00
731,0.00  -18.00  -9.71
732,0.00  -12.89  -16.51
733,-10.46  -8.31  0.00
734,-33.32  -11.81  0.00
735,-9.38  -13.27  -12.67
736,-14.81  -10.86  -16.08
737,-11.54  -6.65  0.00
738,-14.27  0.00  -21.44
739,-12.42  -7.95  -9.87
740,-14.06  -13.02  -11.96
741,-15.41  -11.66  -12.02
742,-9.70  -5.70  -6.38
743,-13.15  -8.36  -17.81
744,-10.84  -5.43  -8.37
745,-18.21  -12.82  0.00
746,-15.82  -7.41  -13.58
747,-11.58  -16.88  0.00
748,-9.48  -16.26  -9.81
749,-21.60  0.00  -10.01
750,-20.19  -5.42  0.00
751,0.00  -10.76  -12.76
752,-14.36  -15.05  -11.26
753,-21.60  -9.62  -19.69
754,-19.93  0.00  -7.04
755,-13.29  -6.64  0.00
756,-26.75  -16.02  0.00
757,-10.53  0.00  -18.18
758,0.00  -17.31  -17.95
759,-8.93  -5.98  -8.63
760,-20.27  0.00  -12.56
761,-16.53  -15.94  -20.51
762,-17.67  -22.11  0.00
763,-27.33  0.00  -19.26
764,-14.08  -8.47  -8.67
765,-23.41  -18.04  0.00
766,-6.94  -7.87  -7.35
767,-17.64  0.00  -11.17
768,-8.46  -8.96  -10.27
769,-7.03  0.00  -14.92
770,0.00  -17.46  -24.17
771,-11.90  0.00  -15.59
772,-24.30  -16.24  0.00
773,0.00  -17.76  -17.61
774,-16.33  -13.01  -9.89
775,0.00  -9.72  -13.53
776,-10.16  -5.41  -5.62
777,-16.83  -21.69  0.00
778,-18.91  -9.71  0.00
779,-22.63  0.00  -27.23
780,0.00  -16.25  -23.51
781,-22.41  0.00  -11.50
782,0.00  -13.05  -8.50
783,-27.90  0.00  -11.19
784,-5.11  -7.70  -7.41
785,-9.63  -18.29  0.00
786,-7.33  0.00  -14.15
787,-20.11  -19.81  0.00
788,0.00  0.00  -19.42
789,0.00  -10.02  -26.87
790,-7.75  -18.16  0.00
791,-13.56  -26.28  0.00
792,-16.67  0.00  -22.65
793,-8.00  -14.13  0.00
794,0.00  -20.28  -16.71
795,-6.19  -11.00  0.00
796,-9.42  0.00  -4.33
797,-15.41  -14.13  -19.68
798,-23.86  -15.77  0.00
799,-22.03  -14.93  -23.45
800,0.00  -11.49  -25.70
801,-7.52  -12.40  -12.01
802,-21.00  -23.09  0.00
803,-14.54  0.00  -22.79
804,-27.03  0.00  -15.90
805,-13.26  -12.18  -8.59
806,-11.10  -12.20  -7.09
807,-7.43  -5.28  -11.59
808,-32.97  -18.35  0.00
809,0.00  -19.33  -32.01
810,-19.64  -23.55  0.00
811,-5.85  -11.64  -10.46
812,0.00  -19.10  -9.62
813,-8.37  -9.74  -9.82
814,-9.74  -7.19  -6.74
815,-16.30  -22.82  -22.19
816,-14.13  -10.82  -7.88
817,-19.20  -22.01  -13.37
818,-16.80  -19.42  0.00
819,-21.41  -14.95  -9.51
820,0.00  -27.55  -15.10
821,-10.92  0.00  -16.33
822,-16.97  0.00  -21.57
823,-19.95  -16.85  0.00
824,-16.51  -19.17  -18.75
825,0.00  -9.57  -14.43
826,-25.86  -9.58  0.00
827,-15.38  -6.54  0.00
828,-8.63  0.00  -25.44
829,-5.99  -9.17  -10.90
830,-19.51  -20.14  0.00
831,-17.39  -15.43  0.00
832,-13.92  -6.68  -11.33
833,0.00  -25.74  -12.45
834,0.00  -31.23  -10.86
835,-11.07  -19.87  -11.91
836,-16.80  -27.15  0.00
837,0.00  -10.34  -19.96
838,-19.88  -9.77  -12.87
839,0.00  -10.14  -24.10
840,-12.29  -15.77  -11.78
841,-16.58  -14.50  0.00
842,-11.16  -13.61  -9.00
843,-30.20  -14.31  0.00
844,-21.97  0.00  -24.81
845,-11.80  -15.94  0.00
846,-14.57  -9.14  0.00
847,-17.31  0.00  -6.94
848,-18.65  0.00  -19.11
849,-16.54  -11.85  -14.63
850,-15.79  -8.72  -6.90
851,-8.06  -25.33  0.00
852,0.00  -19.99  -12.07
853,-10.73  -23.20  0.00
854,-8.12  -17.27  -7.85
855,-15.45  -8.01  -10.12
