id,q-table
219,-11.59  -13.33  -20.05
220,-9.11  -5.43  -12.27
221,-26.04  -8.81  -13.27
222,-17.11  -25.64  -13.84
223,-20.16  -10.37  -16.26
224,-9.17  -16.92  0.00
225,-6.90  -16.79  0.00
226,-7.47  -16.10  -14.51
227,-14.51  0.00  -30.48
228,-14.86  -26.72  -15.06
229,-15.96  -6.76  -9.13
230,-4.38  -7.59  -14.42
231,-10.08  -23.86  -17.56
232,-25.64  -28.01  0.00
233,-21.58  -15.70  0.00
234,-22.29  0.00  -28.38
235,0.00  -23.30  -11.71
236,-10.48  -16.70  -10.95
237,-19.70  -9.39  0.00
238,-33.12  -11.09  0.00
239,-5.00  0.00  -17.32
240,-17.25  -5.46  -12.66
241,-33.40  0.00  -12.00
242,-11.33  -6.47  -18.86
243,-15.96  -20.95  -14.96
244,-19.94  -5.58  0.00
245,-7.03  -12.19  -10.88
246,-8.76  -16.40  -5.20
247,-18.67  -18.57  -16.63
248,-6.24  -6.37  -11.79
249,0.00  -6.58  -17.77
250,-12.98  -10.39  -5.50
251,-18.11  -23.29  -8.36
252,-17.47  -7.45  -6.04
253,-28.62  0.00  -9.63
254,-31.03  0.00  0.00
255,-16.54  -8.76  -13.30
256,-23.35  -12.66  -18.95
257,-15.47  -26.27  0.00
258,-19.53  -14.85  -7.35
259,-10.55  0.00  -29.53
260,-15.21  -19.59  -10.98
261,0.00  -28.55  -27.96
262,-13.42  -6.34  -8.88
263,-20.97  -12.29  -7.14
264,-20.79  -22.92  0.00
265,-29.27  -8.42  0.00
266,-10.36  -20.26  -18.05
267,-13.73  -28.56  -13.41
268,-6.50  -10.53  -20.60
269,-12.17  -8.07  -5.88
270,-7.01  -16.53  -17.69
271,-19.49  -16.52  0.00
272,-12.72  0.00  -21.17
273,-12.20  -11.91  -18.38
274,-9.99  -11.48  -12.23
275,-8.97  -15.97  -7.04
276,-28.19  0.00  -20.58
277,-9.78  -20.63  -5.36
278,-5.66  -8.52  -14.16
279,-14.58  -24.02  -11.02
280,-14.38  -8.33  -26.24
281,-16.66  -11.10  -22.70
282,-17.85  -22.25  -17.52
283,-20.44  0.00  -24.28
284,-17.26  -17.54  -20.11
285,-14.63  -13.02  0.00
286,-29.30  -10.91  -14.46
287,-5.33  -17.01  -6.06
288,-9.75  -10.26  -27.59
289,-12.81  -14.06  -25.29
290,-10.14  -10.52  -15.88
291,0.00  -9.97  -29.02
292,-39.32  0.00  0.00
293,-11.14  -17.88  -22.89
294,-21.55  -13.55  0.00
295,-13.90  -17.88  -12.01
296,-16.14  -15.11  -25.35
297,-15.08  -8.65  -7.80
298,-10.44  -15.14  -9.28
299,-19.71  -12.97  -11.23
300,-9.18  -15.27  -11.90
301,-6.05  -18.46  0.00
302,-13.95  -12.38  -26.27
303,-22.51  -7.73  -8.90
304,-15.91  -11.71  -6.86
305,-15.52  -12.65  0.00
306,-18.53  -15.61  -20.82
307,0.00  -21.04  -21.84
308,-6.11  -14.97  -9.74
309,-18.11  -6.77  -9.20
310,-10.94  -15.65  0.00
311,0.00  -19.86  -13.92
312,-10.36  -9.86  -17.36
313,0.00  -19.16  -26.62
314,0.00  -9.10  -26.20
315,-14.33  -24.30  -10.59
316,-13.32  -7.97  -8.21
317,-15.62  -23.40  -19.64
318,-18.24  -16.71  -23.48
319,-13.68  0.00  -12.36
320,-30.79  -17.76  0.00
321,-15.25  -9.82  -10.42
322,0.00  -25.07  -17.42
323,-9.64  -7.17  -7.15
324,-14.28  -12.96  -17.80
325,-10.06  -15.84  -17.80
326,0.00  0.00  -25.32
327,-15.72  -12.58  -10.73
328,-26.71  -19.63  -21.39
329,-17.11  -9.15  -14.01
330,-11.72  -10.36  -33.68
331,-28.80  -15.54  -21.38
332,-14.67  -11.72  0.00
333,-15.53  -20.55  -21.63
334,-19.01  0.00  -14.74
335,-8.33  -9.86  -19.82
336,-13.03  -18.69  -13.00
337,0.00  -12.18  -22.50
338,-14.73  -12.14  -6.87
339,-13.53  -21.70  -17.42
340,-10.15  -28.70  0.00
341,-14.01  -16.83  -22.92
342,-11.66  -4.29  0.00
343,-14.55  -13.17  0.00
344,-17.58  -13.03  -15.16
345,-6.93  -26.43  0.00
346,-26.91  0.00  0.00
347,-21.05  -19.01  0.00
348,-21.73  -11.56  -11.05
349,-7.51  0.00  -14.35
350,-20.83  -14.61  -22.14
351,-9.97  -12.77  -19.35
352,-24.69  0.00  -15.82
353,-25.23  -19.51  -10.64
354,-9.18  -10.65  -14.54
355,-26.90  -13.36  0.00
356,-28.92  -14.87  0.00
357,-17.58  -12.01  -30.99
358,-11.84  0.00  -9.73
359,-17.62  -18.41  -24.73
360,-16.14  -13.47  0.00
361,-16.42  -16.27  0.00
362,-4.36  -9.23  -8.54
363,-17.35  -14.25  -21.64
364,-13.62  -23.69  0.00
365,-19.68  -12.67  0.00
366,0.00  -21.99  -28.59
367,-6.40  -15.79  -5.16
368,-8.66  -10.00  -15.63
369,-17.74  -33.13  0.00
370,-12.45  -17.84  0.00
371,-16.70  0.00  -18.53
372,-21.40  -24.24  -21.11
373,-16.20  -11.66  -13.51
374,-14.28  -16.36  -24.46
375,-19.51  0.00  -10.10
376,-20.50  -21.90  -22.59
377,-10.45  -14.40  -15.29
378,-12.24  -11.04  -26.29
379,-7.82  0.00  -21.92
380,-11.60  -10.44  -14.36
381,0.00  -11.08  -33.57
382,-8.01  -6.79  -16.38
383,-6.57  -13.38  -16.46
384,-17.16  -11.16  -17.31
385,-28.26  -11.60  -8.92
386,-25.12  -18.65  -19.23
387,-21.88  -13.29  0.00
388,-17.20  -19.88  -12.17
389,-20.55  -12.59  -27.87
390,-21.01  -22.67  -21.02
391,-10.94  -12.33  -8.35
392,-5.56  -11.26  -6.75
393,-20.46  -12.49  -12.85
394,0.00  -19.28  -9.48
395,-16.68  -10.31  -31.38
396,-11.23  -24.00  0.00
397,-8.23  -20.91  0.00
398,-16.25  -13.18  -12.81
399,-14.49  -13.05  -17.55
400,-15.50  0.00  -25.44
401,-18.59  -12.22  -11.64
402,-27.79  -11.67  -17.18
403,-17.61  0.00  -18.58
404,-18.30  -13.32  -10.62
405,-14.68  -13.11  -17.97
406,-15.28  0.00  -29.09
407,-29.87  0.00  0.00
408,-9.07  -21.20  0.00
409,-13.09  -19.68  -11.81
410,-15.17  -26.14  0.00
411,-22.65  -16.75  -11.27
412,-9.22  -16.33  -10.40
413,-24.30  -23.27  -17.81
414,-30.40  -11.96  0.00
415,-12.04  -14.38  -11.28
416,-16.16  -15.16  -14.41
417,-28.60  -21.16  -21.21
418,-22.92  -13.39  -14.34
419,-33.04  -11.25  0.00
420,-19.17  -13.69  -10.10
421,-13.35  -14.76  -12.29
422,-12.57  -12.76  0.00
423,0.00  -7.80  -17.51
424,0.00  -23.09  -10.39
425,-18.78  -20.84  0.00
426,0.00  -14.01  -8.23
427,-11.35  -9.44  -9.59
428,-9.45  -9.33  -13.73
429,-8.60  -17.59  -17.51
430,-15.98  -12.42  -13.31
431,-19.36  0.00  -23.77
432,-13.32  -12.29  -18.25
433,-23.97  -13.68  0.00
434,-12.83  0.00  -11.05
435,-20.72  -14.16  -22.34
436,-12.74  -8.17  -13.79
437,-37.35  0.00  -22.05
438,-15.96  -14.20  -14.02
439,-10.84  -13.60  -19.86
440,-8.70  -22.84  -11.00
441,-13.04  -17.63  -17.43
442,-39.55  0.00  -17.88
443,-9.48  -12.28  -20.45
444,-23.18  -14.16  -14.13
445,0.00  0.00  -25.73
446,-5.78  -13.85  -8.88
447,-20.35  -8.96  -18.22
448,0.00  -16.90  -15.71
449,-27.14  -18.95  -21.19
450,-14.42  -16.97  0.00
451,-19.28  -11.47  -9.84
452,-17.52  -10.19  0.00
453,-6.47  -21.83  -12.05
454,-9.57  -9.36  -16.67
455,0.00  -35.69  -12.79
456,-17.63  -23.22  -15.03
457,-22.13  -24.57  -17.81
458,-7.21  -18.80  -8.47
459,-7.73  -14.73  -13.64
460,-26.74  -16.34  -10.21
461,-23.32  -9.27  -16.17
462,-10.91  -12.76  -13.12
463,-13.32  -14.99  0.00
464,0.00  -21.33  -34.77
465,-12.36  -14.03  -23.36
466,-16.43  -20.65  -20.99
467,-9.32  -12.64  -19.36
468,-12.14  -9.30  -11.74
469,0.00  -20.95  -27.28
470,-33.54  0.00  -11.07
471,-27.55  0.00  -18.63
472,-18.74  -16.41  -27.22
473,-6.08  0.00  -18.70
474,-6.34  -17.12  -6.95
475,0.00  -14.72  -21.84
476,-12.82  -9.82  -5.43
477,-24.87  -19.96  -12.01
478,-11.83  -15.11  0.00
479,-24.41  0.00  -11.94
480,-13.29  -5.75  -8.89
481,-11.02  -20.29  -22.44
482,-22.66  -14.84  -13.51
483,0.00  -22.86  -11.29
484,-23.00  -13.75  -18.00
485,-24.48  -24.99  0.00
486,-13.97  -18.14  -15.49
487,-7.93  -11.44  -8.33
488,-9.71  -9.24  -14.95
489,-15.55  -20.50  0.00
490,-17.93  -17.33  -20.69
491,0.00  -18.58  -8.17
492,-11.55  -9.73  -21.81
493,-22.15  0.00  -24.38
494,-16.22  -9.80  -9.56
495,-34.07  -13.46  -18.39
496,-22.96  -20.06  0.00
497,0.00  -27.16  0.00
498,-17.93  -10.07  0.00
499,-33.08  -27.24  0.00
500,-11.20  -11.13  -16.00
501,-21.85  -11.03  -5.92
502,-12.05  -30.87  0.00
503,-14.90  -9.54  -9.74
504,-11.71  -14.51  0.00
505,-18.56  -25.17  -15.16
506,-4.25  -9.90  -10.77
507,-6.87  -22.77  -10.64
508,-8.70  -27.17  -7.57
509,-10.92  -8.89  -15.28
510,-6.44  -12.71  -9.86
511,-13.09  -17.96  -10.28
512,-6.49  -10.64  -16.58
513,-29.76  -15.52  -20.90
514,-11.77  0.00  -28.64
515,-16.29  -25.59  -10.96
516,-18.36  -10.41  0.00
517,-12.61  -21.70  -26.65
518,-13.92  -4.59  -8.43
519,-7.67  -23.18  -15.74
520,-20.68  -20.79  -20.13
521,-25.01  -13.52  -11.49
522,-15.37  -18.45  -20.13
523,-11.20  -18.37  -11.45
524,-15.59  -8.78  -7.44
525,-12.20  -17.08  -10.55
526,-13.67  -11.83  -18.65
527,-7.85  0.00  -21.08
528,-13.66  -13.91  0.00
529,-8.87  -9.60  -12.63
530,-29.84  -17.62  -20.15
531,-13.51  -24.90  -19.79
532,-4.96  -14.90  -5.44
533,0.00  -20.22  -17.67
534,-17.41  -7.09  -11.73
535,-14.33  -23.80  -11.35
536,-10.87  -17.68  -25.55
537,-10.92  0.00  -12.19
538,-6.18  -14.13  -10.48
539,-27.73  -10.62  -16.12
540,0.00  -22.61  -13.41
541,-25.86  -11.43  -12.87
542,-27.42  -10.01  0.00
543,-19.95  -12.52  -10.60
544,-14.41  0.00  -28.64
545,-9.50  -20.31  0.00
546,-25.82  -20.85  -14.41
547,-17.53  -7.41  -11.52
548,-21.99  -13.70  -13.93
549,-20.43  -23.47  -16.23
550,-28.36  -13.47  -16.01
551,-16.38  -14.95  -13.95
552,0.00  -16.45  -14.67
553,-15.59  -27.70  -8.95
554,-14.03  -22.16  0.00
555,-23.98  -18.00  -16.48
556,-15.83  -16.52  -20.09
557,-15.39  -13.84  -23.38
558,-15.86  -27.84  0.00
559,-14.01  -9.14  -21.23
560,-10.63  -9.81  -14.33
561,-12.37  -9.41  -4.41
562,0.00  -29.40  -22.34
563,-9.70  -9.79  -27.81
564,-12.17  -10.21  -9.36
565,-15.41  -10.50  0.00
566,-9.48  -5.15  -10.61
567,-20.46  -22.30  0.00
568,-19.25  -16.85  0.00
569,-22.09  0.00  -27.79
570,-9.56  -13.92  -20.06
571,-19.17  -17.15  -15.29
572,-6.93  -11.47  -15.41
573,-16.58  -11.98  0.00
574,-27.54  -26.02  0.00
575,-20.00  -12.41  -10.85
576,-18.41  -9.76  -10.33
577,-28.45  -20.40  0.00
578,-33.33  -11.65  -11.71
579,-14.24  -14.31  -15.22
580,-19.46  -31.34  -11.52
581,-14.95  -10.61  -22.37
582,-26.85  -12.52  0.00
583,-21.78  -21.56  -23.23
584,-13.76  -13.09  -11.32
585,-25.77  -20.03  -18.23
586,-9.61  -12.83  -10.54
587,-9.42  -15.32  -13.96
588,0.00  -9.73  -10.25
589,-32.42  -14.10  0.00
590,-12.27  -8.10  -18.12
591,-19.43  0.00  -24.54
592,-17.66  -16.20  -23.33
593,-26.49  0.00  -8.47
594,-13.06  -17.90  -11.97
595,-8.70  -6.25  -10.87
596,-20.90  0.00  -8.44
597,-8.26  -9.41  -19.68
598,-17.07  -13.81  -22.01
599,-18.29  0.00  -16.31
600,-9.04  -13.24  -10.26
601,-12.27  -20.17  -11.35
602,-6.15  -10.11  -19.04
603,-19.67  -11.87  -6.47
604,-19.46  0.00  -32.56
605,-11.28  -23.89  -17.45
606,0.00  -24.59  -16.26
607,-14.98  -15.57  -31.68
608,-11.75  0.00  -19.13
609,-33.96  -14.89  -14.20
610,-27.11  -18.70  -17.61
611,-13.87  -10.85  -4.62
612,-16.22  -10.31  -9.91
613,-20.20  -19.16  -16.35
614,-10.44  -8.13  -11.24
615,-5.34  -9.23  -12.76
616,0.00  -25.49  -22.07
617,-13.64  -12.19  -25.62
618,-15.57  0.00  -22.24
619,-16.88  -16.74  -29.14
620,-8.50  -22.65  -15.49
621,-11.09  -14.77  -18.30
622,-11.80  -24.49  -10.37
623,-11.43  -7.33  -13.39
624,-7.63  -6.49  -16.34
625,-23.23  -17.92  -11.26
626,-15.92  -9.04  -22.55
627,-16.50  -10.03  -9.10
628,-12.70  -5.94  -13.48
629,-10.83  -18.30  -23.36
630,-22.22  -19.28  -22.82
631,-23.34  -14.38  -11.36
632,-15.60  -29.92  -12.43
633,-9.00  -14.05  -11.26
634,-11.92  -21.33  0.00
635,-9.32  -20.56  -20.35
636,-26.01  -16.51  -14.53
637,0.00  -24.98  -10.18
638,-14.76  -7.47  -10.01
639,-16.27  -8.97  -9.35
640,-19.57  -20.24  -21.89
641,-26.51  -27.56  0.00
642,-15.07  -12.31  -11.78
643,0.00  -24.17  -32.85
644,-13.12  -17.36  0.00
645,-15.98  -17.67  -18.74
646,-10.57  -19.55  -16.98
647,-13.18  -14.34  -18.08
648,-9.19  -14.61  -6.86
649,-8.24  -18.10  -11.36
650,-11.89  -13.11  -14.84
651,-15.74  -8.59  -8.67
652,-37.19  0.00  0.00
653,-16.62  -16.89  -18.43
654,-13.42  -16.03  -8.09
655,-13.08  -10.45  -11.17
656,-23.76  0.00  -18.28
657,-15.68  -6.39  -6.13
658,-9.47  -8.41  -18.06
659,-10.09  -15.15  -27.76
660,-8.31  -10.34  -7.63
661,-25.49  -18.40  -15.21
662,-9.34  -9.37  -21.26
663,-8.51  -14.86  -11.18
664,-4.79  -9.80  -11.40
665,-7.21  -14.81  -6.78
666,-16.05  -13.39  -18.38
667,-14.46  -12.14  -15.14
668,-14.51  -13.61  -12.21
669,-9.27  -13.12  -7.19
670,-25.04  -31.15  0.00
671,-19.68  -11.41  -12.36
672,-12.53  -16.95  -11.12
673,-29.11  0.00  -31.53
674,-20.77  0.00  -6.82
675,-7.13  -13.21  -9.77
676,-16.36  -9.56  -9.75
677,-7.31  -9.87  -14.12
678,-26.32  -19.57  -16.59
679,-14.71  -28.48  -20.10
680,-10.58  -27.04  -10.15
681,-13.27  0.00  -14.80
682,-17.65  -19.94  0.00
683,-7.33  -13.27  -21.22
684,-6.59  -22.01  -8.45
685,-17.44  -8.01  -5.93
686,-9.60  -7.86  -17.42
687,-7.32  -7.09  -17.53
688,-19.38  -29.80  -20.45
689,-19.40  -16.91  0.00
690,-6.06  -17.23  -6.62
691,-15.34  -28.89  -15.91
692,-16.01  -17.63  -26.06
693,-21.54  -15.84  -28.92
694,-16.81  -17.52  0.00
695,-12.48  -14.04  0.00
696,-16.42  -12.40  -33.58
697,-15.59  -12.64  -19.64
698,-10.47  -15.05  -14.71
699,-11.26  -16.50  -12.14
700,-20.57  -24.91  -11.64
701,-14.29  -18.31  -26.90
702,-8.30  -8.17  -13.44
703,-7.69  -24.66  -11.05
704,-10.74  -13.62  -24.83
705,-27.50  -18.80  -16.87
706,0.00  -13.58  -30.44
707,-18.98  -13.49  -23.58
708,-19.57  -22.40  -11.16
709,-16.33  -9.50  -18.99
710,-17.84  -13.45  -17.12
711,-20.76  -15.49  -12.98
712,-13.15  -12.44  -19.37
713,-11.96  -6.66  -12.98
714,-16.25  -9.55  0.00
715,0.00  -12.18  -5.96
716,-23.06  -14.33  -19.75
717,-24.11  -22.44  -13.13
718,0.00  -16.98  -22.46
719,-9.87  -16.01  0.00
720,-19.09  -31.49  -11.59
721,-17.25  -27.68  -16.73
722,-27.10  0.00  0.00
723,-19.85  -15.73  -19.43
724,-20.67  -16.23  -17.68
725,-22.39  -6.72  -9.65
726,-8.84  -17.41  -10.59
727,-9.15  -13.24  -13.04
728,-9.10  -36.03  0.00
729,-21.81  -10.14  0.00
730,-12.44  -13.54  0.00
731,0.00  -24.21  -9.71
732,-10.70  -12.89  -16.51
733,-12.66  -8.31  0.00
734,-27.01  -11.81  0.00
735,-21.74  -13.27  -12.67
736,-14.81  -10.86  -24.27
737,-11.54  -6.65  -11.46
738,-14.27  0.00  -21.73
739,-16.44  -7.95  -9.87
740,-14.06  -22.32  -11.96
741,-26.93  -11.66  -12.02
742,-9.70  -10.62  -6.38
743,-13.15  -24.07  -17.81
744,-10.84  -14.65  -8.37
745,-18.21  -12.82  -6.06
746,-15.82  -18.98  -13.58
747,-17.65  -16.88  0.00
748,-15.13  -16.26  -9.81
749,-30.21  0.00  -10.01
750,-20.95  -5.42  0.00
751,0.00  -18.11  -12.76
752,-14.36  -15.05  -17.87
753,-21.60  -9.62  -21.72
754,-19.93  -8.11  -7.04
755,-13.29  -12.79  0.00
756,-26.75  -16.02  -18.09
757,-21.55  0.00  -18.18
758,0.00  -28.03  -17.95
759,-8.93  -12.49  -8.63
760,-20.27  -8.95  -12.56
761,-16.53  -19.10  -20.51
762,-17.67  -22.11  -17.84
763,-27.33  -8.19  -19.26
764,-14.08  -8.47  -21.66
765,-23.41  -18.04  -19.39
766,-20.49  -7.87  -7.35
767,-24.79  0.00  -11.17
768,-8.46  -19.77  -10.27
769,-7.03  -7.38  -14.92
770,0.00  -17.46  -24.59
771,-11.90  -16.69  -15.59
772,-24.30  -16.24  -9.17
773,-11.84  -17.76  -17.61
774,-16.33  -13.01  -15.13
775,-5.67  -9.72  -13.53
776,-10.16  -12.92  -5.62
777,-16.83  -21.69  -22.23
778,-18.91  -9.71  -15.37
779,-22.63  0.00  -35.27
780,0.00  -16.25  -26.60
781,-22.41  0.00  -18.14
782,0.00  -19.46  -8.50
783,-26.38  0.00  -11.19
784,-13.35  -7.70  -7.41
785,-9.63  -21.88  0.00
786,-7.33  -6.02  -14.15
787,-25.02  -19.81  0.00
788,-7.30  0.00  -19.42
789,-16.13  -10.02  -26.87
790,-7.75  -18.16  -13.07
791,-13.56  -26.28  -22.68
792,-16.67  0.00  -26.77
793,-8.00  -25.03  0.00
794,-20.57  -20.28  -16.71
795,-6.19  -11.00  -10.06
796,-9.42  0.00  -11.23
797,-25.68  -14.13  -19.68
798,-23.86  -15.77  -14.67
799,-22.03  -22.90  -23.45
800,0.00  -11.49  -32.47
801,-19.40  -12.40  -12.01
802,-21.00  -23.09  -13.34
803,-14.54  -8.78  -22.79
804,-36.35  0.00  -15.90
805,-13.26  -12.18  -15.92
806,-11.10  -12.20  -17.71
807,-7.43  -12.34  -11.59
808,-32.97  -18.35  -11.06
809,0.00  -28.90  -32.01
810,-30.66  -23.55  0.00
811,-5.85  -19.16  -10.46
812,0.00  -29.34  -9.62
813,-17.00  -9.74  -9.82
814,-9.74  -7.19  -10.78
815,-22.81  -22.82  -22.19
816,-14.13  -10.82  -15.19
817,-19.20  -32.83  -13.37
818,-16.80  -19.42  -23.90
819,-21.41  -14.95  -20.93
820,-9.19  -27.55  -15.10
821,-10.92  -6.86  -16.33
822,-16.97  0.00  -21.71
823,-33.44  -16.85  0.00
824,-30.95  -19.17  -18.75
825,-10.35  -9.57  -14.43
826,-25.86  -9.58  -12.93
827,-21.78  -6.54  0.00
828,-8.63  -12.60  -25.44
829,-12.30  -9.17  -10.90
830,-19.51  -23.52  0.00
831,-25.84  -15.43  0.00
832,-13.92  -12.38  -11.33
833,-10.49  -25.74  -12.45
834,-10.49  -31.23  -10.86
835,-28.01  -19.87  -11.91
836,-16.80  -27.15  -12.55
837,0.00  -19.72  -19.96
838,-19.88  -19.04  -12.87
