id,q-table
67,-29.10  -28.65  -12.33
68,-18.12  -14.04  -19.47
69,-15.02  -4.54  -12.26
70,-17.20  -13.07  -15.30
71,-20.96  -12.38  -9.67
72,-17.63  -20.64  -16.13
73,-15.75  -8.19  -22.29
74,-13.14  -17.15  -10.76
75,-26.73  -29.35  -14.38
76,-16.48  -18.35  -18.33
77,-22.00  -8.26  -11.14
78,-13.48  -16.21  -11.00
79,-19.17  -23.04  -22.36
80,-12.81  -17.99  -9.65
81,-21.98  -12.15  -9.70
82,-11.68  -21.03  -9.50
83,-18.85  -28.26  -25.88
84,-14.54  -18.61  -11.77
85,-25.09  -11.82  -31.22
86,-17.33  -30.68  -21.36
87,-13.56  -21.01  -24.02
88,-23.31  -19.34  -15.62
89,-32.11  -33.68  -34.04
90,-24.13  -13.48  -13.08
91,-25.88  -23.28  -21.46
92,-23.48  -32.94  0.00
93,-16.49  -6.90  -16.68
94,-24.71  -18.13  -21.39
95,-21.89  -18.07  -35.38
96,-28.05  -14.58  -25.89
97,-28.36  -14.36  -16.15
98,-21.11  -12.12  -12.82
99,-20.82  -18.40  -17.73
100,-18.39  -11.79  -18.91
101,-20.09  -15.60  -9.82
102,-15.27  -17.36  -29.53
103,-19.69  -17.62  -5.06
104,-21.40  -25.78  0.00
105,-18.98  -26.49  -22.71
106,-32.88  -10.35  -11.00
107,-10.50  -31.50  -17.38
108,-17.08  -9.16  -13.16
109,-19.28  -9.21  -9.49
110,-25.46  -21.74  -12.60
111,-23.83  -17.42  -9.97
112,-22.37  -23.32  -14.02
113,-14.77  -5.86  -22.26
114,-16.82  -25.06  0.00
115,-30.68  -27.29  -20.07
116,-20.80  -17.59  -18.00
117,-17.57  -24.17  -15.31
118,-18.71  -13.95  -6.90
119,-14.34  -19.03  -28.31
120,-13.84  -19.77  -12.55
121,-22.48  -40.11  -11.03
122,-31.65  -18.14  -25.52
123,-20.61  -18.35  -22.59
124,-16.27  -24.63  -20.96
125,-25.52  -30.96  -16.02
126,-15.65  -10.90  -16.88
127,-19.25  -14.68  -22.63
128,-36.04  -13.77  -16.95
129,-18.10  -16.34  -16.71
130,-27.98  -40.20  0.00
131,-15.48  -23.47  -25.82
132,-19.87  -23.26  -20.48
133,-25.70  -19.29  -17.86
134,-22.40  -8.75  -20.30
135,-9.97  -6.57  -29.40
136,-18.46  -13.66  -20.86
137,-24.60  -23.33  -26.06
138,-20.09  -6.37  -12.03
139,-23.00  -20.99  -18.10
140,-20.88  -10.19  -4.16
141,-29.79  -26.13  -21.75
142,-14.95  -21.61  -11.50
143,-24.97  -21.58  -22.86
144,-25.19  -30.84  -17.70
145,-18.61  -16.91  -5.95
146,-13.66  -26.39  -19.69
147,-16.86  -8.50  -24.35
148,-27.60  -25.69  -18.76
149,-25.06  -15.24  -9.56
150,-23.74  -15.64  -20.27
151,-22.20  0.00  -31.01
152,-15.63  -17.64  -16.55
153,-21.05  -15.58  -19.50
154,-14.66  -23.54  -10.78
155,-29.65  -14.84  -14.07
156,-23.21  -13.04  -20.63
157,-24.07  -30.01  -29.94
158,-24.01  -20.66  -24.20
159,-23.15  -26.95  -22.50
160,-20.28  -32.17  -19.14
161,-19.67  -12.43  -13.76
162,-22.60  -38.15  -27.39
163,-21.78  -19.69  -16.42
164,-5.41  -13.84  -19.13
165,-7.49  -11.27  -15.23
166,-10.26  -25.92  -22.39
167,-13.77  -17.09  -16.17
168,-17.46  -32.30  -18.28
169,-24.59  -26.22  -25.25
170,-25.00  -26.67  -13.29
171,-8.14  -14.77  -19.34
172,-18.93  -29.28  -8.88
173,-21.85  -10.60  -7.90
174,-13.66  -9.22  -23.09
175,-22.33  -17.51  -13.25
176,-14.48  -33.27  -18.78
177,-8.97  -18.07  -10.13
178,-18.63  -19.94  -16.34
179,-17.57  -24.81  -15.25
180,-23.31  -21.63  -19.92
181,-31.32  -12.84  -22.12
182,-24.60  -11.16  -6.68
183,-26.65  -12.81  -29.91
184,-31.25  -19.19  -11.89
185,-27.06  -25.27  -24.89
186,-32.20  -21.57  -31.02
187,-20.47  -26.07  -16.20
188,-16.98  -20.03  -18.24
189,-14.37  -13.70  -22.53
190,-18.25  -19.39  -29.31
191,-19.73  -28.80  -21.75
192,-20.79  -20.28  -21.88
193,-14.93  -9.76  -5.02
194,-16.53  -23.03  -16.73
195,-11.96  -14.59  -13.94
196,-23.85  -28.35  -22.79
197,-35.76  -24.82  -30.86
198,-16.16  -6.37  -22.77
199,-36.20  -11.95  -11.09
200,-25.88  -27.95  -18.64
201,-13.02  -12.25  -14.35
202,-28.26  -19.15  -24.84
203,-24.98  -20.70  -13.92
204,-13.22  -25.51  -31.69
205,-15.75  -20.61  -9.55
206,-11.12  -8.79  -14.42
207,-14.95  -15.98  -9.38
208,-19.43  -23.40  -11.35
209,-28.23  -23.16  -26.97
210,-19.12  -18.56  -16.77
211,-7.46  -27.28  -19.66
212,-17.24  -9.77  -16.18
213,-16.80  -14.30  -18.60
214,-29.72  -32.47  -29.68
215,-15.08  -13.89  -18.07
216,-24.67  -32.34  -7.68
217,-23.12  -28.01  -10.29
218,-14.88  -15.36  -18.27
219,-14.11  -18.66  -20.05
220,-12.66  -10.82  -12.27
221,-26.04  -8.81  -22.91
222,-17.11  -25.64  -23.62
223,-27.07  -10.37  -16.26
224,-9.17  -22.22  0.00
225,-15.08  -20.78  0.00
226,-14.48  -27.76  -14.51
227,-30.96  0.00  -30.48
228,-14.86  -39.57  -15.06
229,-15.96  -16.66  -18.37
230,-15.10  -7.59  -14.42
231,-18.95  -23.86  -21.55
232,-25.64  -28.01  -31.90
233,-21.58  -18.95  -11.58
234,-22.29  -17.52  -28.38
235,-8.12  -23.87  -11.71
236,-18.40  -16.70  -10.95
237,-19.70  -9.39  -10.76
238,-33.12  -24.55  -9.53
239,-5.00  -9.34  -21.66
240,-23.33  -11.21  -12.66
241,-33.40  -15.75  -19.07
242,-11.33  -21.01  -18.86
243,-18.61  -20.95  -22.59
244,-19.94  -16.39  -5.15
245,-22.45  -12.19  -10.88
246,-15.78  -16.40  -13.59
247,-18.67  -28.66  -22.67
248,-11.60  -6.37  -19.66
249,-10.95  -13.87  -17.77
250,-12.98  -15.76  -9.36
251,-18.11  -23.29  -25.55
252,-17.47  -15.73  -11.73
253,-25.95  0.00  -22.17
254,-31.03  0.00  -26.40
255,-23.84  -8.76  -21.40
256,-24.53  -12.66  -30.18
257,-20.17  -26.27  -18.71
258,-19.53  -19.21  -16.03
259,-10.55  -6.86  -35.01
260,-28.46  -21.01  -10.98
261,-18.80  -35.83  -27.96
262,-13.42  -10.87  -14.78
263,-20.97  -23.08  -16.06
264,-20.79  -27.44  -17.90
265,-27.33  -8.42  -13.67
266,-10.36  -26.03  -28.20
267,-24.46  -28.56  -13.41
268,-11.56  -13.99  -20.60
269,-12.17  -13.87  -14.92
270,-20.69  -19.68  -17.69
271,-19.49  -16.52  -9.93
272,-20.67  -7.22  -21.17
273,-14.42  -21.14  -18.38
274,-12.84  -21.03  -12.23
275,-12.42  -15.97  -14.75
276,-28.19  -9.67  -29.05
277,-18.73  -20.63  -9.44
278,-9.08  -8.52  -20.63
279,-25.95  -24.02  -18.27
280,-14.38  -19.46  -27.98
281,-27.28  -26.67  -22.70
282,-17.85  -33.29  -32.00
283,-29.70  -14.22  -24.28
284,-27.40  -17.54  -24.77
285,-14.63  -13.02  -17.64
286,-38.19  -19.05  -14.46
287,-9.20  -21.74  -6.06
288,-9.75  -28.38  -27.59
289,-19.97  -19.75  -25.29
290,-14.38  -10.52  -22.40
291,0.00  -22.87  -28.35
292,-42.74  -19.74  0.00
293,-11.14  -30.37  -22.89
294,-21.55  -13.55  -24.05
295,-13.90  -23.12  -22.68
296,-16.14  -26.73  -25.35
297,-15.08  -18.94  -13.23
298,-10.44  -26.26  -9.28
299,-19.71  -22.83  -18.16
300,-17.64  -15.27  -18.82
301,-6.05  -20.49  -8.38
302,-24.82  -20.93  -26.27
303,-22.51  -15.78  -12.72
304,-25.56  -11.71  -14.22
305,-15.52  -20.57  -6.95
306,-30.63  -21.59  -20.82
307,0.00  -21.22  -32.10
308,-20.80  -14.97  -9.74
309,-18.11  -14.18  -16.30
310,-10.94  -15.65  -12.76
311,-10.09  -22.12  -13.92
312,-19.23  -9.86  -17.36
313,-18.45  -20.88  -26.62
314,0.00  -9.10  -35.90
315,-14.33  -33.17  -18.66
316,-13.32  -14.11  -16.37
317,-15.62  -37.02  -19.64
318,-21.66  -23.59  -23.48
319,-13.68  -13.24  -12.36
320,-30.79  -29.31  -18.73
321,-15.25  -12.41  -17.80
322,-8.18  -25.07  -26.16
323,-9.64  -10.76  -10.29
324,-14.28  -19.71  -26.45
325,-10.06  -27.28  -26.95
326,-16.51  -11.89  -25.32
327,-15.72  -21.35  -18.81
328,-26.71  -21.57  -21.98
329,-27.69  -9.15  -14.01
330,-11.72  -18.44  -37.81
331,-28.80  -15.54  -26.26
332,-14.67  -11.72  -14.15
333,-15.53  -20.55  -33.32
334,-21.80  -10.74  -14.74
335,-22.27  -9.86  -19.82
336,-17.68  -18.69  -18.12
337,-18.30  -12.18  -22.50
338,-16.40  -12.14  -11.48
339,-16.37  -26.36  -17.42
340,-14.56  -28.70  -14.59
341,-27.18  -16.83  -22.92
342,-17.89  -8.29  0.00
343,-20.72  -15.92  0.00
344,-26.65  -13.03  -15.16
345,-12.42  -26.43  -13.09
346,-26.91  -12.50  -10.53
347,-21.05  -19.01  -28.18
348,-21.73  -18.88  -23.46
349,-14.87  0.00  -17.60
350,-29.82  -14.61  -34.45
351,-17.98  -16.91  -19.35
352,-24.69  -23.77  -25.17
353,-25.23  -19.51  -27.93
354,-9.18  -19.80  -23.30
355,-26.90  -19.15  -14.03
356,-28.92  -17.00  -15.77
357,-25.32  -12.01  -37.56
358,-15.05  -7.39  -9.73
359,-25.83  -18.41  -32.19
360,-16.14  -19.73  -11.92
361,-16.42  -16.27  -23.10
362,-10.17  -9.23  -13.14
363,-26.54  -20.34  -21.64
364,-13.62  -26.65  0.00
365,-19.68  -20.26  -11.94
366,-8.91  -26.10  -28.59
367,-14.21  -15.79  -14.67
368,-14.96  -15.68  -15.63
369,-17.74  -27.02  0.00
370,-17.44  -17.84  -13.45
371,-16.70  -15.11  -18.53
372,-21.40  -36.38  -21.11
373,-18.33  -11.66  -24.33
374,-14.28  -20.44  -26.80
375,-25.76  -6.48  -10.10
376,-20.50  -28.05  -27.79
377,-27.59  -14.40  -15.29
378,-12.24  -20.57  -31.01
379,-7.82  -11.28  -23.22
380,-19.98  -13.10  -14.36
381,-25.58  -11.08  -33.57
382,-11.78  -16.73  -16.38
383,-10.61  -13.38  -24.10
384,-22.27  -24.94  -17.31
385,-28.26  -27.51  -20.37
386,-36.45  -18.65  -30.31
387,-27.02  -13.29  -6.73
388,-30.39  -19.88  -12.17
389,-33.70  -22.11  -27.87
390,-30.12  -22.96  -21.02
391,-21.46  -12.33  -14.56
392,-5.56  -18.29  -16.94
393,-20.46  -19.63  -17.35
394,0.00  -19.28  -19.75
395,-16.68  -20.06  -31.38
396,-11.23  -28.19  -14.44
397,-22.11  -20.91  -15.45
398,-16.25  -20.16  -15.22
399,-14.49  -20.92  -19.88
400,-15.50  -19.51  -31.62
401,-18.59  -18.48  -20.94
402,-33.21  -24.64  -17.18
403,-17.61  -17.41  -18.58
404,-22.74  -13.32  -16.98
405,-25.73  -23.21  -17.97
406,-26.60  0.00  -29.09
407,-38.04  -23.28  0.00
408,-12.73  -21.20  -11.87
409,-13.09  -29.19  -16.42
410,-15.17  -26.14  -14.95
411,-22.65  -21.75  -11.27
412,-18.38  -21.74  -10.40
413,-24.30  -25.52  -32.15
414,-34.47  -11.96  -9.88
415,-21.02  -14.38  -16.76
416,-16.16  -23.29  -21.24
417,-28.60  -26.32  -30.11
418,-24.55  -20.06  -14.34
419,-30.55  -11.25  -12.44
420,-19.17  -19.59  -15.22
421,-19.50  -14.76  -16.48
422,-18.26  -12.76  -10.82
423,0.00  -11.42  -19.44
424,-11.19  -23.09  -15.02
425,-26.12  -20.84  -13.87
426,-7.01  -14.01  -15.98
427,-16.74  -13.76  -9.59
428,-12.99  -16.03  -13.73
429,-8.60  -17.59  -28.00
430,-15.98  -17.05  -16.07
431,-19.36  -8.34  -22.84
432,-13.32  -26.06  -23.11
433,-23.97  -20.76  -9.97
434,-12.83  -12.54  -11.05
435,-31.31  -28.78  -22.34
436,-12.74  -28.22  -13.79
437,-37.35  -34.29  -22.05
438,-28.72  -14.20  -14.02
439,-10.84  -13.60  -27.95
440,-14.11  -27.22  -11.00
441,-13.04  -25.19  -20.56
442,-32.06  -11.97  -17.88
443,-13.77  -15.59  -20.45
444,-23.18  -19.17  -19.28
445,0.00  -24.12  -25.73
446,-14.46  -13.85  -11.49
447,-20.35  -21.54  -25.44
448,0.00  -30.68  -15.71
449,-25.70  -18.95  -23.14
450,-17.80  -16.97  -7.63
451,-19.90  -16.95  -9.84
452,-17.52  -18.11  -6.91
453,-6.47  -21.83  -26.22
454,-15.71  -14.62  -16.67
455,-26.72  -35.69  -12.79
456,-17.63  -25.90  -17.34
457,-32.75  -32.63  -17.81
458,-12.73  -18.80  -13.86
459,-11.69  -20.75  -13.64
460,-26.74  -16.34  -23.47
461,-29.10  -9.27  -16.17
462,-10.91  -12.76  -26.11
463,-17.24  -14.99  -6.68
464,-16.36  -24.73  -34.77
465,-26.83  -14.03  -23.36
466,-31.92  -31.00  -20.99
467,-24.23  -12.64  -26.66
468,-16.02  -15.33  -11.74
469,-17.16  -22.44  -27.28
470,-33.54  -13.49  -16.56
471,-33.18  -11.05  -18.63
472,-33.51  -29.34  -27.22
473,-14.95  -13.26  -18.70
474,-9.97  -19.31  -6.95
475,0.00  -28.61  -21.84
476,-12.82  -14.23  -13.87
477,-24.87  -31.84  -12.01
478,-11.83  -20.24  -4.80
479,-24.41  0.00  -38.10
480,-13.29  -15.66  -12.70
481,-11.02  -27.18  -26.57
482,-22.66  -22.88  -26.44
483,-13.53  -22.86  -15.39
484,-22.65  -17.77  -18.00
485,-24.48  -24.99  -27.89
486,-13.97  -18.14  -26.96
487,-20.09  -11.44  -19.28
488,-19.13  -9.24  -14.95
489,-15.55  -26.47  -8.99
490,-17.93  -19.71  -31.30
491,-5.17  -23.24  -8.17
492,-11.55  -20.58  -21.81
493,-32.86  0.00  -24.38
494,-16.22  -9.80  -18.45
495,-41.97  -13.46  -18.39
496,-22.96  -22.71  -14.19
497,-10.90  -25.70  0.00
498,-23.10  -10.07  -8.53
499,-33.08  -27.18  -9.14
500,-11.20  -19.85  -21.47
501,-22.15  -11.03  -14.51
502,-12.05  -31.96  -8.03
503,-21.00  -23.80  -9.74
504,-14.91  -14.51  -7.70
505,-33.09  -25.17  -29.89
506,-13.57  -9.90  -10.77
507,-6.87  -32.04  -10.64
508,-20.49  -27.17  -17.09
509,-14.57  -8.89  -18.34
510,-13.75  -12.71  -16.82
511,-13.09  -17.96  -21.23
512,-13.30  -17.09  -16.58
513,-37.97  -17.68  -20.90
514,-11.77  -29.56  -28.64
515,-16.29  -27.77  -10.96
516,-19.60  -10.41  -9.28
517,-12.61  -37.81  -26.65
518,-13.92  -4.59  -22.10
519,-18.76  -29.90  -15.74
520,-31.70  -20.79  -24.95
521,-25.01  -25.25  -11.49
522,-30.06  -25.86  -20.13
523,-15.34  -18.37  -20.25
524,-15.59  -17.63  -17.25
525,-12.20  -22.69  -10.55
526,-13.67  -25.06  -18.65
527,-7.85  -6.52  -26.51
528,-13.66  -13.91  -13.48
529,-19.16  -17.45  -12.63
530,-29.84  -29.14  -22.52
531,-13.51  -24.90  -35.76
532,-12.75  -16.61  -5.44
533,0.00  -27.68  -23.81
534,-17.41  -13.39  -18.04
535,-14.33  -27.60  -18.73
536,-10.87  -23.19  -31.73
537,-19.73  0.00  -12.19
538,-10.75  -14.13  -18.90
539,-27.73  -29.81  -16.12
540,-6.92  -22.61  -25.98
541,-25.86  -26.16  -26.34
542,-27.42  -10.01  -21.47
543,-19.95  -28.30  -10.60
544,-14.41  -12.13  -28.05
545,-9.50  -26.53  -8.11
546,-30.16  -20.85  -17.86
547,-17.53  -17.55  -20.57
548,-21.99  -16.19  -16.18
549,-20.43  -27.79  -26.56
550,-26.27  -30.93  -16.01
551,-16.38  -21.96  -20.42
552,-19.93  -16.45  -14.67
553,-15.59  -35.07  -8.95
554,-14.03  -22.16  -18.43
555,-23.98  -23.75  -20.60
556,-28.62  -23.72  -20.09
557,-15.39  -20.96  -30.21
558,-15.86  -27.84  -22.23
559,-23.89  -9.14  -32.92
560,-10.63  -23.69  -21.59
561,-19.83  -15.19  -4.41
562,-21.15  -29.40  -22.34
563,-15.95  -9.79  -36.59
564,-19.25  -10.21  -12.29
565,-15.41  -12.53  -7.08
566,-9.48  -16.46  -10.61
567,-20.46  -27.95  -13.49
568,-19.25  -25.40  -7.76
569,-22.09  -22.50  -27.79
570,-20.02  -23.88  -20.06
571,-19.17  -28.86  -18.83
572,-13.67  -22.76  -15.41
573,-25.11  -11.98  -10.71
574,-27.54  -26.02  -32.77
575,-25.50  -12.41  -15.15
576,-27.92  -21.24  -10.33
577,-27.21  -20.40  -19.07
578,-35.48  -11.65  -11.71
579,-20.85  -14.31  -20.26
580,-31.21  -31.34  -11.52
581,-14.95  -19.32  -33.44
582,-26.85  -27.93  -15.64
583,-21.78  -25.94  -27.52
584,-19.46  -13.09  -17.89
585,-38.96  -20.03  -18.23
586,-18.03  -16.75  -10.54
587,-16.72  -15.32  -16.44
588,-6.05  -13.85  -10.25
589,-30.58  -21.66  0.00
590,-16.91  -8.10  -22.15
591,-27.11  -14.54  -24.54
592,-17.66  -23.07  -26.20
593,-27.14  0.00  -20.99
594,-21.08  -22.29  -11.97
595,-8.70  -14.91  -16.14
596,-27.09  -10.27  -8.44
597,-17.83  -14.72  -19.68
598,-18.50  -13.81  -30.31
599,-20.85  -5.73  -16.31
600,-24.92  -13.24  -10.26
601,-12.27  -20.17  -16.11
602,-13.35  -15.63  -19.04
603,-19.67  -18.16  -14.50
604,-19.46  -25.98  -32.56
605,-17.70  -34.27  -17.45
606,-18.03  -24.59  -16.26
607,-14.98  -15.57  -32.09
608,-15.65  0.00  -27.81
609,-33.96  -30.88  -27.78
610,-26.02  -18.70  -20.60
611,-13.87  -10.85  -15.08
612,-16.22  -13.50  -15.80
613,-28.74  -19.16  -26.49
614,-18.79  -16.98  -11.24
615,-13.58  -9.23  -15.67
616,0.00  -34.51  -22.07
617,-13.64  -21.15  -32.06
618,-15.57  -31.60  -22.24
619,-29.23  -27.61  -29.14
620,-20.62  -22.65  -27.96
621,-11.09  -14.77  -24.02
622,-25.05  -24.49  -19.84
623,-11.43  -16.89  -20.72
624,-13.88  -6.49  -24.44
625,-23.23  -23.90  -21.96
626,-20.35  -21.78  -22.55
627,-24.15  -16.26  -9.10
628,-20.38  -13.41  -13.48
629,-25.11  -18.30  -23.36
630,-27.61  -23.24  -22.82
631,-23.34  -29.51  -24.13
632,-18.92  -29.92  -15.99
633,-9.00  -14.05  -24.08
634,-26.04  -21.33  0.00
635,-25.13  -30.80  -20.35
636,-26.01  -25.23  -22.17
637,-6.12  -24.98  -16.60
638,-14.76  -18.96  -14.20
639,-21.61  -12.40  -9.35
640,-31.25  -32.25  -21.89
641,-26.51  -27.23  -21.63
642,-15.07  -17.11  -22.67
643,-29.53  -24.17  -32.85
644,-13.12  -17.36  -18.91
645,-15.98  -28.64  -18.74
646,-17.29  -19.55  -23.53
647,-24.58  -14.34  -29.87
648,-13.97  -14.61  -10.99
649,-20.21  -18.10  -21.20
650,-16.46  -13.11  -16.76
651,-15.74  -18.26  -18.45
652,-37.19  -23.24  0.00
653,-26.34  -25.76  -18.43
654,-13.42  -20.86  -8.09
655,-13.08  -21.49  -11.17
656,-27.91  -8.10  -18.28
657,-17.42  -13.62  -6.13
658,-18.06  -16.14  -18.06
659,-22.72  -22.56  -27.76
660,-8.31  -14.07  -13.54
661,-25.49  -23.22  -27.98
662,-27.74  -9.37  -26.00
663,-16.66  -14.86  -17.29
664,-10.90  -9.80  -14.57
665,-15.17  -22.26  -6.78
666,-25.63  -13.39  -24.96
667,-14.46  -12.14  -29.88
668,-14.51  -22.59  -12.21
669,-9.27  -13.12  -17.72
670,-25.04  -31.15  -19.62
671,-19.68  -27.79  -24.22
672,-12.53  -31.56  -26.98
673,-29.11  0.00  -31.17
674,-20.61  -4.50  -6.82
675,-17.27  -13.21  -16.90
676,-16.36  -16.59  -20.89
677,-15.43  -15.51  -14.12
678,-30.83  -25.93  -16.59
679,-24.63  -33.77  -20.10
680,-21.53  -27.04  -22.27
681,-13.27  -15.38  -14.80
682,-17.65  -22.37  -15.04
683,-7.33  -24.18  -21.22
684,-17.86  -22.01  -8.45
685,-17.44  -13.32  -12.36
686,-9.60  -12.29  -25.85
687,-15.08  -7.09  -20.19
688,-28.89  -30.26  -20.45
689,-19.40  -22.21  -11.46
690,-14.78  -17.23  -14.83
691,-27.69  -30.00  -15.91
692,-27.17  -28.89  -26.06
693,-30.86  -17.95  -28.92
694,-21.37  -17.52  -12.47
695,-12.48  -19.41  -10.22
696,-16.42  -27.62  -38.62
697,-22.53  -12.64  -19.64
698,-10.47  -26.12  -24.37
699,-16.56  -16.50  -22.40
700,-20.57  -24.91  -35.20
701,-18.05  -26.65  -26.90
702,-11.60  -15.02  -13.44
703,-7.69  -35.33  -11.05
704,-22.19  -13.62  -25.66
705,-27.50  -19.50  -19.63
706,-13.15  -13.58  -32.34
707,-33.63  -13.49  -23.58
708,-33.49  -22.40  -15.92
709,-26.50  -9.50  -20.85
710,-17.84  -25.40  -17.12
711,-27.59  -15.49  -23.25
712,-17.36  -12.44  -25.85
713,-14.29  -11.62  -12.98
714,-20.47  -9.55  -7.43
715,0.00  -18.16  -11.55
716,-23.06  -25.97  -23.74
717,-24.11  -23.49  -28.79
718,-18.20  -16.98  -22.46
719,-19.05  -16.01  -11.44
720,-24.58  -31.49  -23.20
721,-28.63  -27.68  -28.41
722,-30.74  -4.88  0.00
723,-19.85  -21.86  -26.94
724,-20.67  -19.81  -24.30
725,-26.70  -16.50  -9.65
726,-8.84  -22.70  -20.90
727,-13.32  -18.46  -13.04
728,-9.10  -34.81  0.00
729,-21.81  -13.51  -12.27
730,-21.25  -13.54  0.00
731,-22.85  -24.21  -9.71
732,-14.51  -17.85  -16.51
733,-20.08  -8.31  0.00
734,-37.71  -11.81  -21.57
735,-36.01  -13.27  -12.67
736,-14.81  -23.52  -32.88
737,-11.54  -14.96  -21.67
738,-17.56  -8.38  -21.73
739,-16.44  -19.63  -17.02
740,-23.96  -22.32  -19.81
741,-30.86  -23.90  -12.02
742,-16.87  -10.62  -12.99
743,-22.85  -24.07  -22.44
744,-15.40  -14.65  -17.40
745,-19.75  -17.99  -6.06
746,-15.82  -23.05  -16.51
747,-23.51  -16.88  -10.64
748,-15.13  -16.26  -26.96
749,-26.82  0.00  -21.69
750,-27.05  -5.42  -6.53
751,-5.32  -18.11  -15.17
752,-14.36  -15.05  -24.36
753,-21.60  -20.93  -24.64
754,-19.93  -16.12  -16.10
755,-13.29  -12.79  -9.85
756,-26.75  -29.76  -30.05
757,-21.55  -17.24  -27.21
758,-17.60  -33.67  -17.95
759,-8.93  -12.49  -18.68
760,-20.27  -18.86  -19.62
761,-30.27  -22.67  -20.51
762,-17.67  -22.11  -29.09
763,-39.80  -8.19  -19.26
764,-17.79  -21.59  -21.66
765,-23.41  -30.52  -27.20
766,-20.49  -14.69  -18.52
767,-24.79  -7.61  -23.12
768,-21.88  -19.77  -21.63
769,-7.03  -15.52  -19.98
770,0.00  -19.40  -27.61
771,-16.27  -16.69  -17.89
772,-24.30  -19.39  -17.36
773,-19.63  -17.76  -24.71
774,-29.77  -13.01  -17.60
775,-16.25  -12.66  -13.53
776,-10.16  -15.53  -10.95
777,-29.78  -30.31  -22.23
778,-23.48  -17.22  -15.37
779,-22.63  -20.25  -34.49
780,0.00  -19.04  -35.00
781,-22.41  0.00  -21.80
782,-9.88  -25.09  -8.50
783,-26.38  -17.30  -29.35
784,-13.35  -7.70  -12.49
785,-9.63  -28.86  -6.96
786,-20.70  -6.02  -14.15
787,-25.02  -26.74  -20.19
788,-17.75  -12.71  -19.42
789,-24.66  -10.02  -26.87
790,-15.90  -18.16  -13.07
791,-21.80  -23.30  -22.68
792,-16.67  -17.74  -34.54
793,-8.00  -27.82  0.00
794,-30.70  -20.28  -16.71
795,-14.21  -13.58  -10.06
796,-9.42  0.00  -22.62
797,-25.68  -14.13  -28.72
798,-24.26  -15.77  -24.19
799,-29.40  -22.90  -22.43
800,-13.39  -20.95  -32.47
801,-19.40  -17.90  -19.09
802,-22.17  -23.09  -23.84
803,-24.51  -8.78  -31.85
804,-29.16  0.00  -24.66
805,-22.72  -12.18  -23.77
806,-11.10  -22.90  -17.71
807,-7.43  -21.28  -18.04
808,-32.97  -32.39  -27.06
809,0.00  -32.10  -32.01
810,-30.66  -33.86  -11.63
811,-24.38  -19.16  -10.46
812,-17.22  -29.34  -18.23
813,-17.00  -14.63  -16.81
814,-15.40  -14.28  -10.78
815,-22.81  -31.34  -30.13
816,-14.13  -18.84  -15.19
817,-19.20  -32.43  -13.37
818,-21.92  -19.42  -33.18
819,-21.41  -22.23  -33.46
820,-15.17  -27.68  -15.10
821,-17.22  -6.86  -16.33
822,-26.10  -11.41  -21.71
823,-33.44  -16.85  -26.93
824,-33.35  -19.17  -18.75
