id,epsilon,q_table
116,0.68,-21.55  -16.58  -19.19
117,0.73,0.00  -16.07  -12.19
118,0.90,-17.48  0.00  -21.93
119,0.57,-13.90  -7.38  0.00
120,0.83,0.00  -25.98  -16.24
121,0.65,-17.39  0.00  -16.67
122,0.85,-7.72  -11.51  -7.10
123,0.65,-7.58  0.00  -10.64
124,0.78,-14.90  -9.90  -9.02
125,0.79,-6.80  -18.87  0.00
126,0.77,-22.69  0.00  -16.65
127,0.57,-9.78  -6.83  -14.58
128,0.60,-15.95  -8.00  0.00
129,0.59,-15.75  0.00  -10.22
130,0.68,-10.03  -12.41  0.00
131,0.79,-5.37  -5.15  -5.61
132,0.76,-28.81  0.00  0.00
133,0.61,-6.69  -15.94  0.00
134,0.87,-23.93  -8.82  0.00
135,0.77,0.00  -19.49  0.00
136,0.66,0.00  -19.52  -14.41
137,0.68,-26.73  0.00  0.00
138,0.76,0.00  -28.50  -12.31
139,0.79,-14.29  -17.93  -16.29
140,0.73,0.00  -14.90  -10.46
141,0.71,-7.31  -17.77  0.00
142,0.78,0.00  -28.03  0.00
143,0.92,-26.59  -15.59  0.00
144,0.67,-13.66  0.00  -27.76
145,0.76,-22.44  -17.21  0.00
146,0.74,-19.50  -17.14  0.00
147,0.74,-5.51  0.00  -12.01
148,0.71,-32.51  -13.96  0.00
149,0.73,-9.28  -6.88  0.00
150,0.70,-8.44  -19.09  0.00
151,0.78,-15.66  -14.76  -15.62
152,0.64,-17.94  -8.42  0.00
153,0.71,0.00  -9.18  -24.38
154,0.58,-11.42  -9.84  -11.33
155,0.66,-8.84  -8.22  -13.12
156,0.81,-15.65  -18.25  -20.15
157,0.73,-17.94  -22.85  0.00
158,0.55,-18.41  0.00  -5.75
159,0.62,-25.45  0.00  0.00
160,0.79,-11.12  0.00  -19.65
161,0.70,-28.74  -11.49  0.00
162,0.62,-22.96  0.00  0.00
163,0.67,-26.57  -14.98  0.00
164,0.72,0.00  -11.16  -13.72
165,0.73,0.00  -19.48  0.00
166,0.68,-14.73  -26.76  0.00
167,0.69,-9.79  -13.35  -15.81
168,0.78,-16.65  -18.62  -15.08
169,0.82,-9.51  0.00  -24.55
170,0.81,-29.76  0.00  -17.75
171,0.62,-10.41  -7.29  -10.21
172,0.62,-7.82  -10.35  -7.35
173,0.65,-21.73  -9.73  0.00
174,0.54,-5.43  -6.35  -8.15
175,0.64,-10.38  -9.32  -7.33
176,0.68,-7.82  -12.96  0.00
177,0.65,-24.27  -16.69  -23.68
178,0.70,-13.75  -24.91  0.00
179,0.78,-15.87  0.00  -22.99
180,0.79,-11.98  -18.91  0.00
181,0.80,-30.23  0.00  -21.58
182,0.72,-14.31  -17.23  -7.46
183,0.62,-5.13  -8.46  -8.05
184,0.86,-5.32  -8.21  -11.19
185,0.66,-17.57  -12.30  0.00
186,0.75,-11.75  0.00  -14.51
187,0.75,0.00  -10.56  -30.02
188,0.80,-16.22  0.00  -11.63
189,0.67,-12.18  0.00  -15.00
190,0.83,-10.72  -12.27  -13.27
191,0.60,-8.80  -7.72  -13.15
192,0.68,-14.78  -9.12  -11.22
193,0.63,-13.54  -8.61  -17.42
194,0.77,-14.24  -28.03  0.00
195,0.55,-9.04  -6.78  -8.17
196,0.60,-27.87  -13.49  0.00
197,0.75,-13.54  -16.91  -12.39
198,0.61,-13.07  -5.25  0.00
199,0.75,0.00  -23.23  -21.31
200,0.68,-16.52  0.00  -22.01
201,0.83,-21.41  -12.36  0.00
202,0.72,-17.43  -8.74  0.00
203,0.66,-11.15  -11.37  -19.21
204,0.62,-6.50  0.00  -16.38
205,0.66,-11.84  -14.37  -10.72
206,0.90,-17.54  0.00  -16.41
207,0.70,-14.64  -11.59  -10.17
208,0.67,-18.37  -18.28  -20.96
209,0.84,0.00  -13.92  -11.46
210,0.65,-18.57  -14.29  0.00
211,0.80,-7.24  -7.79  -9.96
212,0.75,0.00  -21.87  -10.20
213,0.79,-15.50  -20.57  0.00
214,0.67,-14.15  0.00  -7.55
215,0.91,-16.61  0.00  -10.02
216,0.73,-15.24  0.00  -7.65
217,0.66,-9.03  -26.06  0.00
218,0.74,-7.03  -15.94  -8.94
219,0.66,-27.01  0.00  -11.04
220,0.77,-21.20  -26.40  0.00
221,0.78,-18.47  -14.12  -18.79
222,0.67,-23.25  -12.21  0.00
223,0.79,0.00  -21.77  -15.70
224,0.78,-20.61  -9.39  0.00
225,0.64,-7.93  -17.27  -7.30
226,0.64,-19.36  -20.75  0.00
227,0.67,-11.01  -11.86  -12.54
228,0.72,-10.89  -12.55  -18.40
229,0.52,-24.71  0.00  -18.66
230,0.72,-34.41  0.00  -14.01
231,0.61,-18.56  0.00  -13.49
232,0.58,-13.73  -7.54  -7.12
233,0.81,-14.72  0.00  -16.92
234,0.69,-14.61  -12.90  -11.54
235,0.64,-19.87  -20.86  -19.73
236,0.69,-6.92  0.00  -23.79
237,0.72,-7.09  0.00  -16.79
238,0.76,-9.98  -7.71  -5.08
239,0.68,-12.40  -19.59  -20.58
240,0.64,-8.31  0.00  -22.26
241,0.87,0.00  0.00  -30.43
242,0.71,-9.07  -13.86  -17.11
243,0.74,-16.91  -9.04  0.00
244,0.68,-15.57  -15.68  -13.06
245,0.82,-15.22  -12.52  -14.82
246,0.82,-14.33  0.00  -20.70
247,0.86,0.00  -26.57  0.00
248,0.93,-13.36  0.00  -14.76
249,0.63,-15.43  -12.52  0.00
250,0.76,-8.42  -14.82  -16.87
251,0.84,-17.69  -8.90  0.00
252,0.67,-13.69  -26.66  0.00
253,0.72,-22.68  -14.83  0.00
254,0.70,-14.82  -15.14  0.00
255,0.61,-16.78  -12.60  -15.31
256,0.72,0.00  -15.46  -7.56
257,0.74,-8.16  -13.27  0.00
258,0.72,-18.31  -7.32  0.00
259,0.69,-14.98  -9.06  -16.74
260,0.65,0.00  -13.25  -21.11
261,0.66,-12.43  -6.86  -13.78
262,0.64,-18.73  -24.00  0.00
263,0.70,0.00  -21.41  -15.57
264,0.89,-8.62  0.00  -14.82
265,0.68,-9.99  -9.76  -17.37
266,0.78,-19.44  -18.34  -11.17
267,0.54,-9.92  -20.06  -15.01
268,0.81,-15.27  0.00  -10.78
269,0.69,-14.86  -17.50  0.00
270,0.73,0.00  -13.88  -8.78
271,0.71,-11.63  0.00  -6.79
272,0.75,-7.94  -10.21  -6.75
273,0.70,-8.96  0.00  -17.83
274,0.78,-21.39  -27.71  0.00
275,0.68,-8.31  -10.07  -14.73
276,0.65,-8.28  -10.89  -9.13
277,0.62,-6.89  -23.90  0.00
278,0.57,-4.06  -5.96  -7.12
279,0.83,-26.26  0.00  0.00
280,0.68,0.00  -35.58  0.00
281,0.73,-16.57  -14.70  0.00
282,0.68,0.00  -16.83  -26.49
283,0.74,-13.40  -18.50  -16.46
284,0.72,-7.17  -9.12  -7.13
285,0.91,-25.75  -20.53  0.00
286,0.82,-7.30  -11.53  -10.47
287,0.66,0.00  -25.88  -15.17
288,0.78,-9.92  -28.30  0.00
289,0.72,-22.35  0.00  0.00
290,0.61,0.00  -10.93  -17.16
291,0.81,-8.74  0.00  -9.46
292,0.61,0.00  -19.49  -18.09
293,0.81,-10.92  -8.55  0.00
294,0.57,-26.85  -21.70  0.00
295,0.67,-8.50  0.00  -13.37
296,0.53,-14.76  -12.16  -9.60
297,0.68,-8.08  -4.80  -7.85
298,0.64,-17.71  -23.57  0.00
299,0.59,-27.20  -14.13  0.00
300,0.66,-18.21  -19.57  0.00
301,0.61,-17.27  -13.16  -18.76
302,0.64,-7.91  -8.17  -14.24
303,0.55,-8.61  -7.37  -9.09
304,0.81,-20.82  -11.51  0.00
305,0.76,0.00  -17.42  -10.25
306,0.78,-19.90  0.00  -14.91
307,0.61,-10.46  -9.50  -9.11
308,0.60,-17.99  -15.08  -16.64
309,0.69,-8.13  -5.81  -6.21
310,0.88,-16.54  -30.03  0.00
311,0.86,0.00  -32.95  -14.99
312,0.91,-10.24  -5.91  -8.95
313,0.62,0.00  -22.82  -10.20
314,0.88,-26.22  0.00  -10.80
315,0.70,-7.16  -7.91  -9.60
316,0.65,-13.55  -18.62  -18.35
317,0.79,-16.50  -14.30  0.00
318,0.65,-10.53  -12.73  -11.18
319,0.62,-12.98  -7.41  -7.74
320,0.72,-7.37  -18.31  0.00
321,0.68,-18.68  -17.24  0.00
322,0.70,-16.62  0.00  -6.82
323,0.89,-13.13  -29.82  0.00
324,0.67,-12.42  -8.49  0.00
325,0.68,-15.07  -11.06  0.00
326,0.85,-5.80  0.00  -11.21
327,0.60,-6.47  -6.72  -8.38
328,0.89,-10.50  -7.19  -13.58
329,0.85,-21.54  -16.57  0.00
330,0.87,-5.19  -10.54  -8.18
331,0.65,-23.61  0.00  0.00
332,0.73,-32.04  0.00  -24.25
333,0.68,-25.20  -9.24  0.00
334,0.73,-9.87  -5.70  -8.01
335,0.66,-5.35  -6.49  -9.88
336,0.75,-9.46  0.00  -13.86
337,0.78,-10.39  -6.56  -9.46
338,0.58,-9.91  -10.60  -4.98
339,0.56,-17.11  -4.91  0.00
340,0.69,-9.57  -8.25  -11.17
341,0.84,-19.28  0.00  -11.75
342,0.76,-22.35  -14.94  0.00
343,0.87,-23.94  0.00  -13.29
344,0.55,-4.98  -11.68  -7.99
345,0.71,-28.63  -10.89  0.00
346,0.77,0.00  -15.70  -7.74
347,0.75,-19.23  -10.61  0.00
348,0.74,-13.86  0.00  -21.13
349,0.65,-10.96  -5.10  -6.09
350,0.72,-14.94  0.00  -9.39
351,0.87,-9.14  -15.27  -15.26
352,0.85,-19.99  -15.36  0.00
353,0.89,0.00  -9.71  -15.39
354,0.65,0.00  -18.61  -7.45
355,0.70,0.00  -12.88  -11.56
356,0.70,-20.20  -15.98  -16.99
357,0.70,0.00  0.00  -31.58
358,0.75,-22.64  -20.04  -23.46
359,0.63,-14.71  -20.98  -16.80
360,0.56,-12.85  -10.36  -14.61
361,0.75,-17.25  0.00  -27.86
362,0.59,0.00  -17.96  -20.76
363,0.72,-12.52  0.00  -33.98
364,0.79,-6.14  -13.52  0.00
365,0.60,-18.99  0.00  -15.65
366,0.66,-11.66  -16.63  -12.65
367,0.70,-27.60  0.00  0.00
368,0.61,0.00  -10.48  -18.13
369,0.64,-15.86  0.00  -9.36
370,0.82,-13.06  -10.08  0.00
371,0.73,0.00  -16.09  -20.03
372,0.70,-23.26  0.00  -14.19
373,0.59,-16.51  -12.25  -13.25
374,0.66,0.00  -25.62  -15.18
375,0.71,-16.98  0.00  -6.96
376,0.80,-10.34  -15.25  -12.93
377,0.79,-9.72  -13.52  -7.70
378,0.86,-9.91  -8.50  -10.28
379,0.59,-15.85  0.00  -22.71
380,0.59,-12.00  -15.30  0.00
381,0.79,-19.54  -16.61  0.00
382,0.81,-16.29  0.00  -22.36
383,0.68,-20.26  0.00  -21.38
384,0.69,-6.72  0.00  -13.87
385,0.61,0.00  -31.41  -21.12
386,0.76,-10.74  -13.10  -11.26
387,0.72,-19.10  -9.12  -9.71
388,0.72,-25.94  0.00  -17.79
389,0.63,-17.16  -10.75  -13.15
390,0.60,0.00  0.00  -26.95
391,0.70,0.00  -14.90  -18.72
392,0.80,0.00  -16.29  -23.78
393,0.69,-7.12  -11.57  0.00
394,0.77,-14.03  -10.09  0.00
395,0.90,-12.42  0.00  -14.59
396,0.75,-11.63  -17.98  -16.88
397,0.62,-13.17  -11.43  0.00
398,0.77,-8.31  -9.10  0.00
399,0.65,-8.52  0.00  -12.71
400,0.70,-21.79  0.00  -17.97
401,0.64,-15.94  -11.77  -16.90
402,0.89,-17.59  0.00  -24.37
403,0.84,-14.20  0.00  -14.02
404,0.67,0.00  -8.67  -16.25
405,0.62,-11.33  -10.80  -7.11
406,0.60,-22.93  0.00  -17.86
407,0.86,-21.15  -13.40  0.00
408,0.90,-12.44  -8.29  -10.11
409,0.66,-17.36  -21.33  -16.20
410,0.79,0.00  0.00  -28.13
411,0.60,-10.08  0.00  -26.92
412,0.83,-9.97  -14.95  -9.32
413,0.76,-11.83  -14.91  0.00
414,0.59,-10.05  -16.29  0.00
415,0.67,-18.32  -19.08  -12.95
416,0.76,-17.54  -21.17  0.00
417,0.78,-11.70  -11.76  -8.94
418,0.66,-23.97  -12.89  -21.36
419,0.58,-8.03  -16.89  0.00
420,0.81,-10.81  -11.94  0.00
421,0.61,-17.97  -20.10  0.00
422,0.71,-9.91  -7.10  -11.30
423,0.69,0.00  -9.32  -17.81
424,0.82,-10.26  0.00  -14.46
425,0.75,-10.28  -16.46  -17.63
426,0.87,-11.27  -7.37  -11.23
427,0.77,0.00  -14.89  -8.87
428,0.66,-5.25  -18.92  0.00
429,0.64,-24.67  -14.24  0.00
430,0.67,-11.12  0.00  -21.33
431,0.59,-15.22  -14.97  -14.33
432,0.76,-16.88  -17.43  -12.10
433,0.53,-18.27  -19.62  0.00
434,0.84,-12.16  -7.62  -13.06
435,0.89,0.00  -21.10  -12.04
436,0.75,-14.70  -9.50  0.00
437,0.92,0.00  -21.48  -19.83
438,0.74,-21.86  -9.58  -14.51
439,0.56,-7.69  -10.69  -8.35
440,0.75,-25.70  -12.71  0.00
441,0.61,0.00  -30.86  0.00
442,0.80,-29.25  -19.53  0.00
443,0.62,-9.75  -4.84  -5.45
444,0.63,-6.16  -7.83  -7.71
445,0.57,-10.34  0.00  -28.54
446,0.58,0.00  -19.56  -19.27
447,0.83,-12.50  0.00  -21.25
448,0.70,-8.25  -11.13  -10.82
449,0.72,-23.87  -10.38  0.00
450,0.67,-13.59  -14.36  -17.76
451,0.68,-29.37  -18.90  0.00
452,0.60,-13.26  0.00  -12.79
453,0.62,-10.86  -12.13  -11.71
454,0.67,-7.86  -16.27  0.00
455,0.69,-11.21  -10.84  0.00
456,0.59,-16.57  -11.09  -10.33
457,0.70,0.00  -34.11  0.00
458,0.71,0.00  -5.87  -14.39
459,0.82,-20.72  -14.53  -10.83
460,0.93,-11.33  0.00  -10.19
461,0.60,-14.80  0.00  -26.06
462,0.67,-6.40  0.00  -15.93
463,0.93,-20.98  0.00  -8.56
464,0.72,-6.35  -12.52  0.00
465,0.80,-17.50  0.00  -32.70
466,0.76,0.00  0.00  -30.78
467,0.73,-6.21  -14.28  -11.54
468,0.74,0.00  -8.19  -13.91
469,0.79,-14.14  0.00  -28.35
470,0.65,-9.91  -13.26  -14.55
471,0.73,-13.48  -9.98  -10.95
472,0.65,-8.68  0.00  -15.96
473,0.67,-14.40  -10.37  -18.74
474,0.80,0.00  -15.09  -30.21
475,0.77,-39.50  0.00  0.00
476,0.82,-9.47  0.00  -22.03
477,0.73,-14.19  -15.77  -8.16
478,0.58,-13.21  -14.40  0.00
479,0.69,0.00  -19.43  -11.44
480,0.71,-7.19  -7.58  -9.89
481,0.70,-6.95  -14.62  0.00
482,0.69,-8.60  0.00  -16.48
483,0.63,-10.51  -8.04  -12.67
484,0.83,0.00  -9.97  -10.21
485,0.69,-18.64  -22.09  0.00
486,0.82,-21.01  -10.15  0.00
487,0.77,-16.70  -15.60  -7.03
488,0.84,-27.87  0.00  -17.25
489,0.78,-20.34  -12.71  0.00
490,0.68,-19.41  0.00  -21.94
491,0.88,-30.73  -11.36  0.00
492,0.66,-10.76  -15.61  -9.54
493,0.73,-17.89  0.00  -21.92
494,0.68,-13.68  -29.56  0.00
495,0.64,-19.95  0.00  -15.92
496,0.85,-16.31  -13.95  -7.04
497,0.58,-17.47  -10.07  0.00
498,0.81,-9.99  -12.84  0.00
499,0.88,-10.99  -18.52  0.00
500,0.67,-12.59  -8.85  -14.42
501,0.80,-11.69  -6.92  -11.22
502,0.59,-6.33  -5.90  -7.40
503,0.67,-5.39  0.00  -15.83
504,0.69,-19.72  -14.29  0.00
505,0.74,0.00  -16.17  -11.13
506,0.70,0.00  -22.62  -16.37
507,0.78,-6.74  -6.89  -9.84
508,0.76,-13.94  -21.71  0.00
509,0.75,-6.68  -13.39  -6.70
510,0.66,-16.99  0.00  -25.79
511,0.77,-4.48  -7.61  -5.25
512,0.69,-17.40  -14.06  0.00
513,0.69,0.00  -5.42  -19.12
514,0.62,-11.39  -9.88  -15.69
515,0.70,-19.86  -8.61  0.00
516,0.75,0.00  -10.02  -26.20
517,0.71,-20.78  -13.16  0.00
518,0.67,-8.64  -14.47  -15.58
519,0.86,0.00  -17.82  -17.51
520,0.82,-21.04  -23.59  0.00
521,0.76,-23.28  -15.37  0.00
522,0.76,-10.67  -15.97  0.00
523,0.81,0.00  -26.77  0.00
524,0.55,-26.10  0.00  0.00
525,0.60,0.00  -21.37  -35.13
526,0.70,0.00  -21.72  -15.42
527,0.70,-11.16  0.00  -21.73
528,0.58,-20.70  -11.03  0.00
529,0.80,-25.03  0.00  -23.31
530,0.59,-12.02  -17.15  0.00
531,0.67,-9.66  0.00  -13.47
532,0.55,-18.57  0.00  0.00
533,0.90,-20.56  -26.17  0.00
534,0.78,-21.97  -18.50  -11.84
535,0.79,-20.11  -26.41  0.00
536,0.59,-21.08  0.00  -14.59
537,0.71,-12.47  -13.88  -20.77
538,0.70,-8.95  -10.98  -17.45
539,0.73,-15.58  -9.67  -11.06
540,0.91,0.00  -16.51  -9.46
541,0.64,-7.97  0.00  -9.10
542,0.64,-12.36  -20.75  0.00
543,0.71,-11.00  -9.87  -8.92
544,0.94,-13.06  0.00  -12.79
545,0.86,-4.61  -4.07  -5.37
546,0.72,-20.54  -20.68  0.00
547,0.71,-9.03  -15.84  -14.95
548,0.62,-25.25  0.00  -21.68
549,0.58,-13.71  -7.91  -8.29
550,0.67,-22.72  -8.65  0.00
551,0.73,-5.80  -11.41  -12.18
552,0.78,-11.19  0.00  -16.11
553,0.74,-8.23  -15.43  0.00
554,0.75,-12.94  -4.99  0.00
555,0.58,-12.42  -9.21  -8.27
556,0.77,-19.21  -8.20  0.00
557,0.66,-17.96  0.00  -8.51
558,0.70,0.00  0.00  -26.22
559,0.70,-10.74  -6.34  -12.54
560,0.79,-11.06  -17.48  0.00
561,0.57,-16.18  -16.60  0.00
562,0.55,-18.74  -16.81  0.00
563,0.65,-12.07  -24.21  0.00
564,0.63,-12.32  -21.17  0.00
565,0.68,-18.01  -12.92  0.00
566,0.67,-10.63  -10.51  -6.18
567,0.75,-20.83  -9.26  0.00
568,0.70,-32.30  0.00  0.00
569,0.70,-11.47  -9.40  -21.11
570,0.92,-14.92  -13.24  0.00
571,0.66,-9.18  -17.70  -9.62
572,0.73,-8.48  -10.13  -9.68
573,0.67,0.00  -13.75  -9.77
574,0.62,-21.13  -8.67  0.00
575,0.69,-10.94  -7.12  -7.60
576,0.65,-15.38  -14.63  -8.30
577,0.71,-16.91  -11.64  0.00
578,0.56,-7.62  -12.64  -8.86
579,0.59,-19.28  0.00  -12.11
580,0.61,-8.97  -11.93  -10.01
581,0.71,0.00  -5.75  -15.81
582,0.72,-35.22  0.00  0.00
583,0.66,-8.83  -9.00  -14.37
584,0.80,0.00  -5.69  -14.51
585,0.81,-12.40  0.00  -21.12
586,0.59,-12.25  -9.33  -5.83
587,0.73,-7.47  -11.11  -11.99
588,0.74,-16.92  -12.55  -10.10
589,0.65,-12.43  -14.54  -11.99
590,0.89,0.00  -11.85  -15.88
591,0.76,-17.75  0.00  -29.40
592,0.75,-5.92  -9.07  -9.27
593,0.72,-12.14  0.00  -7.04
594,0.88,0.00  -9.38  -8.66
595,0.76,-11.26  0.00  -20.35
596,0.88,-32.21  0.00  0.00
597,0.59,-15.77  -15.78  -13.03
598,0.77,-19.01  0.00  -12.31
599,0.75,-13.86  -11.40  -9.03
600,0.72,-14.07  -7.00  -10.49
601,0.55,-6.47  -11.89  -9.42
602,0.78,-5.55  -5.24  -6.57
603,0.85,-24.15  0.00  -19.05
604,0.70,0.00  -10.10  -14.96
605,0.73,-12.98  -8.32  0.00
606,0.57,-16.24  -12.05  -11.03
607,0.61,0.00  -28.77  0.00
608,0.70,-15.25  -21.07  0.00
609,0.68,-12.47  -5.70  -12.95
610,0.83,-6.57  -10.76  -6.59
611,0.60,-19.27  0.00  -11.46
612,0.75,-8.03  0.00  -15.93
613,0.56,-8.49  -6.90  -8.74
614,0.65,-15.64  0.00  -14.83
615,0.71,-14.33  0.00  -26.77
616,0.71,-11.36  -18.56  -15.64
617,0.71,-22.40  0.00  -8.30
618,0.70,-10.68  -23.52  -12.99
619,0.84,0.00  -18.70  -8.08
620,0.84,-5.90  0.00  -15.86
621,0.59,0.00  -24.06  0.00
622,0.62,-10.51  -21.46  0.00
623,0.81,-22.05  0.00  -12.74
624,0.56,-5.48  -7.90  -4.59
625,0.67,-6.99  -14.36  0.00
626,0.62,0.00  -17.01  -8.98
627,0.76,-19.52  -24.22  0.00
628,0.58,-9.74  0.00  -21.98
629,0.85,-15.86  0.00  -17.26
630,0.66,0.00  -9.71  -12.40
631,0.76,-20.87  0.00  -11.11
632,0.71,-19.76  -8.63  -20.83
633,0.67,-24.78  -19.14  0.00
634,0.73,-9.37  -15.46  -7.35
635,0.60,-7.73  -10.60  -12.15
636,0.74,-5.55  -12.91  0.00
637,0.79,0.00  -24.29  -11.06
638,0.65,-19.70  -26.59  0.00
639,0.68,-17.41  -17.38  -16.59
640,0.68,-6.95  -8.07  -9.23
641,0.60,-15.82  -20.17  -11.13
642,0.78,0.00  -19.32  -13.86
643,0.76,-9.94  -13.10  -11.76
644,0.71,-16.29  -21.80  -10.61
645,0.63,-15.61  0.00  -9.73
646,0.75,-12.89  -12.31  -9.40
647,0.71,0.00  -9.70  -18.66
648,0.61,-6.64  -9.18  -6.08
649,0.75,0.00  -17.12  -17.43
650,0.70,-19.33  -20.48  -15.17
651,0.80,-8.68  -13.70  -6.15
652,0.77,-17.36  0.00  -8.27
653,0.68,-10.38  -11.69  0.00
654,0.71,0.00  -8.55  -16.48
655,0.67,-16.32  -8.24  -10.10
656,0.89,-16.44  -19.96  -21.38
657,0.90,-15.15  0.00  -25.81
658,0.70,-14.72  -9.13  0.00
659,0.75,-23.54  0.00  -16.83
660,0.68,-15.99  -16.11  0.00
661,0.81,0.00  -13.34  -24.36
662,0.56,-21.55  -9.07  0.00
663,0.77,-14.24  -11.93  -11.59
664,0.69,-10.80  -11.47  -11.27
665,0.70,-22.67  0.00  -10.60
666,0.83,0.00  -15.02  -22.21
667,0.71,-14.06  -6.05  0.00
668,0.64,-21.27  -13.91  0.00
669,0.61,-21.43  -10.79  0.00
670,0.79,-31.59  0.00  0.00
671,0.72,-8.58  -14.15  -11.33
672,0.81,-17.49  -9.11  -12.44
673,0.60,-20.24  -19.17  0.00
674,0.78,-8.15  -6.20  -10.82
675,0.73,-9.61  -11.44  -6.42
676,0.69,-13.76  0.00  -21.44
677,0.92,-17.64  0.00  -10.78
678,0.59,-7.61  -8.51  -9.63
679,0.79,-19.25  -10.54  0.00
680,0.64,-24.04  -18.57  0.00
681,0.75,-11.64  -7.86  -14.42
682,0.76,-20.27  -9.70  -14.08
683,0.81,-28.58  -14.72  0.00
684,0.71,-12.62  -11.68  -12.67
685,0.79,-8.96  -14.54  -7.73
686,0.73,-8.35  -12.20  -5.09
687,0.57,-9.48  -8.29  -8.07
