id,q-table
236,-16.28  -16.70  -10.95
237,-19.70  -9.39  -6.67
238,-33.12  -24.55  0.00
239,-5.00  -9.34  -17.32
240,-23.33  -5.46  -12.66
241,-33.40  -15.75  -12.00
242,-11.33  -13.93  -18.86
243,-15.96  -20.95  -22.59
244,-19.94  -5.58  -5.15
245,-14.68  -12.19  -10.88
246,-15.78  -16.40  -5.20
247,-18.67  -18.57  -22.67
248,-11.60  -6.37  -11.79
249,0.00  -13.87  -17.77
250,-12.98  -10.39  -9.36
251,-18.11  -23.29  -24.83
252,-17.47  -7.45  -11.73
253,-25.95  0.00  -9.63
254,-31.03  0.00  -15.81
255,-23.84  -8.76  -13.30
256,-24.53  -12.66  -18.95
257,-15.47  -26.27  -18.71
258,-19.53  -14.85  -16.03
259,-10.55  -6.86  -29.53
260,-28.46  -19.59  -10.98
261,-18.80  -28.55  -27.96
262,-13.42  -10.87  -8.88
263,-20.97  -23.08  -7.14
264,-20.79  -22.92  -17.90
265,-27.33  -8.42  0.00
266,-10.36  -26.03  -18.05
267,-22.32  -28.56  -13.41
268,-11.56  -10.53  -20.60
269,-12.17  -8.07  -14.92
270,-7.01  -19.68  -17.69
271,-19.49  -16.52  -6.42
272,-20.67  0.00  -21.17
273,-12.20  -21.14  -18.38
274,-12.84  -11.48  -12.23
275,-8.97  -15.97  -14.75
276,-28.19  -9.67  -20.58
277,-18.73  -20.63  -5.36
278,-5.66  -8.52  -20.63
279,-25.95  -24.02  -11.02
280,-14.38  -8.33  -27.98
281,-27.28  -11.10  -22.70
282,-17.85  -33.29  -17.52
283,-20.44  -14.22  -24.28
284,-17.26  -17.54  -24.77
285,-14.63  -13.02  -12.17
286,-29.30  -19.05  -14.46
287,-9.20  -17.01  -6.06
288,-9.75  -22.86  -27.59
289,-19.97  -14.06  -25.29
290,-10.14  -10.52  -22.40
291,0.00  -22.87  -29.02
292,-39.32  -19.74  0.00
293,-11.14  -28.17  -22.89
294,-21.55  -13.55  -16.46
295,-13.90  -17.88  -22.68
296,-16.14  -22.79  -25.35
297,-15.08  -8.65  -13.23
298,-10.44  -20.57  -9.28
299,-19.71  -12.97  -18.16
300,-17.64  -15.27  -11.90
301,-6.05  -18.46  -8.38
302,-13.95  -20.93  -26.27
303,-22.51  -15.78  -8.90
304,-25.56  -11.71  -6.86
305,-15.52  -20.57  0.00
306,-18.53  -21.59  -20.82
307,0.00  -21.04  -32.10
308,-15.81  -14.97  -9.74
309,-18.11  -14.18  -9.20
310,-10.94  -15.65  -5.85
311,0.00  -22.12  -13.92
312,-14.07  -9.86  -17.36
313,0.00  -20.88  -26.62
314,0.00  -9.10  -27.46
315,-14.33  -33.17  -10.59
316,-13.32  -14.11  -8.21
317,-15.62  -27.70  -19.64
318,-18.24  -23.59  -23.48
319,-13.68  -7.79  -12.36
320,-30.79  -29.31  0.00
321,-15.25  -9.82  -17.80
322,0.00  -25.07  -26.16
323,-9.64  -7.17  -10.29
324,-14.28  -19.71  -17.80
325,-10.06  -15.84  -26.95
326,0.00  -11.89  -25.32
327,-15.72  -12.58  -18.81
328,-26.71  -19.63  -21.98
329,-20.23  -9.15  -14.01
330,-11.72  -10.36  -37.81
331,-28.80  -15.54  -29.28
332,-14.67  -11.72  -8.69
333,-15.53  -20.55  -32.41
334,-21.80  0.00  -14.74
335,-20.57  -9.86  -19.82
336,-13.03  -18.69  -18.12
337,-9.83  -12.18  -22.50
338,-14.73  -12.14  -11.48
339,-16.37  -21.70  -17.42
340,-10.15  -28.70  -14.59
341,-20.09  -16.83  -22.92
342,-17.89  -4.29  0.00
343,-20.72  -13.17  0.00
344,-27.47  -13.03  -15.16
345,-6.93  -26.43  -13.09
346,-26.91  -12.50  0.00
347,-21.05  -19.01  -18.62
348,-21.73  -11.56  -23.46
349,-7.51  0.00  -17.60
350,-29.82  -14.61  -22.14
351,-17.98  -12.77  -19.35
352,-24.69  -23.77  -15.82
353,-25.23  -19.51  -19.28
354,-9.18  -10.65  -23.30
355,-26.90  -13.36  -14.03
356,-28.92  -14.87  -15.77
357,-17.58  -12.01  -37.56
358,-11.84  -7.39  -9.73
359,-25.83  -18.41  -24.73
360,-16.14  -13.47  -11.92
361,-16.42  -16.27  -13.16
362,-10.17  -9.23  -8.54
363,-17.35  -20.34  -21.64
364,-13.62  -27.34  0.00
365,-19.68  -12.67  -11.94
366,0.00  -26.10  -28.59
367,-6.40  -15.79  -14.67
368,-14.96  -10.00  -15.63
369,-17.74  -29.47  0.00
370,-12.45  -17.84  -13.45
371,-16.70  -9.98  -18.53
372,-21.40  -28.87  -21.11
373,-18.33  -11.66  -13.51
374,-14.28  -20.44  -24.46
375,-25.76  0.00  -10.10
376,-20.50  -28.05  -22.59
377,-20.09  -14.40  -15.29
378,-12.24  -20.57  -26.29
379,-7.82  -11.28  -21.92
380,-11.60  -13.10  -14.36
381,-18.88  -11.08  -33.57
382,-8.01  -16.73  -16.38
383,-6.57  -13.38  -24.10
384,-17.16  -24.94  -17.31
385,-28.26  -11.60  -20.37
386,-25.12  -18.65  -30.31
387,-21.88  -13.29  -6.73
388,-23.27  -19.88  -12.17
389,-33.70  -12.59  -27.87
390,-30.12  -22.67  -21.02
391,-10.94  -12.33  -14.56
392,-5.56  -11.26  -16.94
393,-20.46  -19.63  -12.85
394,0.00  -19.28  -17.09
395,-16.68  -15.88  -31.38
396,-11.23  -28.19  0.00
397,-8.23  -20.91  -15.45
398,-16.25  -13.18  -15.22
399,-14.49  -13.05  -19.88
400,-15.50  -19.51  -25.44
401,-18.59  -12.22  -20.94
402,-27.79  -24.64  -17.18
403,-17.61  -14.04  -18.58
404,-22.74  -13.32  -10.62
405,-14.68  -23.21  -17.97
406,-26.07  0.00  -29.09
407,-38.04  0.00  0.00
408,-9.07  -21.20  -11.87
409,-13.09  -29.19  -11.81
410,-15.17  -26.14  -9.33
411,-22.65  -20.37  -11.27
412,-18.38  -16.33  -10.40
413,-24.30  -23.27  -32.15
414,-34.47  -11.96  0.00
415,-12.04  -14.38  -16.76
416,-16.16  -15.16  -21.24
417,-28.60  -26.32  -21.21
418,-24.55  -13.39  -14.34
419,-33.04  -11.25  -12.44
420,-19.17  -19.59  -10.10
421,-13.35  -14.76  -16.48
422,-12.57  -12.76  -10.82
423,0.00  -11.42  -17.51
424,0.00  -23.09  -15.02
425,-18.78  -20.84  -13.87
426,-7.01  -14.01  -8.23
427,-16.74  -9.44  -9.59
428,-9.45  -16.03  -13.73
429,-8.60  -17.59  -18.87
430,-15.98  -17.05  -13.31
431,-19.36  0.00  -22.84
432,-13.32  -12.29  -23.11
433,-23.97  -13.68  -9.97
434,-12.83  -5.72  -11.05
435,-20.72  -28.78  -22.34
436,-12.74  -19.79  -13.79
437,-37.35  -19.82  -22.05
438,-23.50  -14.20  -14.02
439,-10.84  -13.60  -22.76
440,-8.70  -27.22  -11.00
441,-13.04  -25.19  -17.43
442,-39.55  -11.97  -17.88
443,-9.48  -15.59  -20.45
444,-23.18  -19.17  -14.13
445,0.00  -19.01  -25.73
446,-14.46  -13.85  -8.88
447,-20.35  -21.54  -18.22
448,0.00  -22.25  -15.71
449,-25.70  -18.95  -21.19
450,-14.42  -16.97  -7.63
451,-19.90  -11.47  -9.84
452,-17.52  -10.19  -6.91
453,-6.47  -21.83  -19.80
454,-15.71  -9.36  -16.67
455,-11.90  -35.69  -12.79
456,-17.63  -23.22  -17.34
457,-22.13  -32.63  -17.81
458,-7.21  -18.80  -13.86
459,-11.69  -14.73  -13.64
460,-26.74  -16.34  -23.74
461,-33.54  -9.27  -16.17
462,-10.91  -12.76  -20.57
463,-17.24  -14.99  0.00
464,-16.36  -21.33  -34.77
465,-17.65  -14.03  -23.36
466,-31.92  -20.65  -20.99
467,-9.32  -12.64  -26.66
468,-12.14  -15.33  -11.74
469,0.00  -22.44  -27.28
470,-33.54  0.00  -16.56
471,-33.18  0.00  -18.63
472,-18.74  -29.34  -27.22
473,-6.08  -13.26  -18.70
474,-6.34  -19.31  -6.95
475,0.00  -22.54  -21.84
476,-12.82  -9.82  -13.87
477,-24.87  -32.53  -12.01
478,-11.83  -20.24  0.00
479,-24.41  0.00  -28.05
480,-13.29  -5.75  -12.70
481,-11.02  -27.18  -22.44
482,-22.66  -14.84  -26.44
483,-13.53  -22.86  -11.29
484,-23.00  -17.77  -18.00
485,-24.48  -24.99  -17.79
486,-13.97  -18.14  -25.41
487,-20.09  -11.44  -8.33
488,-18.17  -9.24  -14.95
489,-15.55  -20.50  -8.99
490,-17.93  -17.33  -31.30
491,-5.17  -18.58  -8.17
492,-11.55  -13.08  -21.81
493,-21.82  0.00  -24.38
494,-16.22  -9.80  -17.18
495,-41.12  -13.46  -18.39
496,-22.96  -20.06  -14.19
497,-10.90  -27.16  0.00
498,-17.93  -10.07  -8.53
499,-33.08  -27.24  -9.14
500,-11.20  -19.85  -16.00
501,-21.85  -11.03  -14.51
502,-12.05  -31.96  0.00
503,-14.90  -23.80  -9.74
504,-14.91  -14.51  0.00
505,-33.09  -25.17  -15.16
506,-7.67  -9.90  -10.77
507,-6.87  -31.19  -10.64
508,-8.70  -27.17  -17.09
509,-10.92  -8.89  -18.34
510,-13.75  -12.71  -9.86
511,-13.09  -17.96  -15.50
512,-13.30  -10.64  -16.58
513,-29.76  -17.68  -20.90
514,-11.77  -21.24  -28.64
515,-16.29  -28.83  -10.96
516,-18.36  -10.41  -9.28
517,-12.61  -34.64  -26.65
518,-13.92  -4.59  -15.00
519,-18.76  -23.18  -15.74
520,-20.68  -20.79  -24.95
521,-25.01  -22.07  -11.49
522,-30.06  -18.45  -20.13
523,-15.34  -18.37  -11.45
524,-15.59  -17.63  -7.44
525,-12.20  -21.73  -10.55
526,-13.67  -19.22  -18.65
527,-7.85  -6.52  -21.08
528,-13.66  -13.91  -6.88
529,-19.16  -9.60  -12.63
530,-29.84  -29.14  -20.15
531,-13.51  -24.90  -26.92
532,-12.75  -14.90  -5.44
533,0.00  -20.22  -23.81
534,-17.41  -13.39  -11.73
535,-14.33  -23.80  -18.73
536,-10.87  -17.68  -31.73
537,-16.54  0.00  -12.19
538,-10.75  -14.13  -10.48
539,-27.73  -17.10  -16.12
540,0.00  -22.61  -25.98
541,-25.86  -26.16  -12.87
542,-27.42  -10.01  -14.86
543,-19.95  -19.07  -10.60
544,-14.41  -12.13  -28.64
545,-9.50  -26.53  0.00
546,-30.16  -20.85  -14.41
547,-17.53  -17.55  -11.52
548,-21.99  -13.70  -16.18
549,-20.43  -27.79  -16.23
550,-28.36  -30.93  -16.01
551,-16.38  -14.95  -20.42
552,-11.58  -16.45  -14.67
553,-15.59  -27.40  -8.95
554,-14.03  -22.16  -12.33
555,-23.98  -23.75  -16.48
556,-28.62  -16.52  -20.09
557,-15.39  -13.84  -30.21
558,-15.86  -27.84  -11.73
559,-23.89  -9.14  -21.23
560,-10.63  -9.81  -21.59
561,-12.37  -15.19  -4.41
562,-20.74  -29.40  -22.34
563,-9.70  -9.79  -36.59
564,-19.25  -10.21  -9.36
565,-15.41  -12.53  0.00
566,-9.48  -12.37  -10.61
567,-20.46  -22.30  -13.49
568,-19.25  -25.40  0.00
569,-22.09  -11.72  -27.79
570,-9.56  -23.88  -20.06
571,-19.17  -17.15  -18.83
572,-13.67  -11.47  -15.41
573,-25.11  -11.98  0.00
574,-27.54  -26.02  -19.79
575,-25.50  -12.41  -10.85
576,-18.41  -21.24  -10.33
577,-27.21  -20.40  0.00
578,-26.86  -11.65  -11.71
579,-20.85  -14.31  -15.22
580,-27.63  -31.34  -11.52
581,-14.95  -19.32  -22.37
582,-26.85  -27.93  0.00
583,-21.78  -25.94  -23.23
584,-13.76  -13.09  -17.89
585,-31.06  -20.03  -18.23
586,-9.61  -16.75  -10.54
587,-9.42  -15.32  -16.44
588,0.00  -13.85  -10.25
589,-30.58  -14.10  0.00
590,-12.27  -8.10  -22.15
591,-27.11  0.00  -24.54
592,-17.66  -23.07  -23.33
593,-26.49  0.00  -20.99
594,-21.08  -17.90  -11.97
595,-8.70  -6.25  -16.14
596,-27.09  0.00  -8.44
597,-8.26  -14.72  -19.68
598,-17.07  -13.81  -30.31
599,-20.85  0.00  -16.31
600,-19.23  -13.24  -10.26
601,-12.27  -20.17  -14.07
602,-13.35  -10.11  -19.04
603,-19.67  -11.87  -14.50
604,-19.46  -21.41  -32.56
605,-17.70  -23.89  -17.45
606,-9.59  -24.59  -16.26
607,-14.98  -15.57  -34.94
608,-11.75  0.00  -27.81
609,-33.96  -14.89  -27.78
610,-27.11  -18.70  -20.60
611,-13.87  -10.85  -8.90
612,-16.22  -10.31  -15.80
613,-28.74  -19.16  -16.35
614,-18.79  -8.13  -11.24
615,-5.34  -9.23  -15.67
616,0.00  -32.21  -22.07
617,-13.64  -12.19  -32.06
618,-15.57  -18.42  -22.24
619,-16.88  -27.61  -29.14
620,-20.62  -22.65  -15.49
621,-11.09  -14.77  -25.18
622,-25.05  -24.49  -10.37
623,-11.43  -7.33  -20.72
624,-7.63  -6.49  -24.44
625,-23.23  -17.92  -21.96
626,-15.92  -21.78  -22.55
627,-24.15  -10.03  -9.10
628,-12.70  -13.41  -13.48
629,-16.93  -18.30  -23.36
630,-27.61  -19.28  -22.82
631,-23.34  -14.38  -24.13
632,-15.60  -29.92  -15.99
633,-9.00  -14.05  -14.83
634,-18.16  -21.33  0.00
635,-25.13  -20.56  -20.35
636,-26.01  -16.51  -22.17
637,0.00  -24.98  -16.60
638,-14.76  -18.96  -10.01
639,-16.27  -12.40  -9.35
640,-31.25  -20.24  -21.89
641,-26.51  -27.56  -21.63
642,-15.07  -12.31  -22.67
643,-19.15  -24.17  -32.85
644,-13.12  -17.36  -8.54
645,-15.98  -28.97  -18.74
646,-17.29  -19.55  -16.98
647,-13.18  -14.34  -29.87
648,-9.19  -14.61  -10.99
649,-20.21  -18.10  -11.36
650,-11.89  -13.11  -16.76
651,-15.74  -18.26  -8.67
652,-37.19  -7.68  0.00
653,-26.34  -16.89  -18.43
654,-13.42  -18.31  -8.09
655,-13.08  -14.00  -11.17
656,-23.76  -8.10  -18.28
657,-15.68  -13.62  -6.13
658,-9.47  -16.14  -18.06
659,-22.72  -15.15  -27.76
660,-8.31  -10.34  -13.54
661,-25.49  -18.40  -27.98
662,-27.74  -9.37  -21.26
663,-8.51  -14.86  -17.29
664,-4.79  -9.80  -14.57
665,-15.17  -14.81  -6.78
666,-16.05  -13.39  -24.96
667,-14.46  -12.14  -23.21
668,-14.51  -21.34  -12.21
669,-9.27  -13.12  -14.99
670,-25.04  -31.15  -19.16
671,-19.68  -27.79  -12.36
672,-12.53  -16.95  -26.98
673,-29.11  0.00  -36.02
674,-20.61  0.00  -6.82
675,-17.27  -13.21  -9.77
676,-16.36  -16.59  -9.75
677,-15.43  -9.87  -14.12
678,-26.32  -25.93  -16.59
679,-24.63  -28.48  -20.10
680,-10.58  -27.04  -22.27
681,-13.27  -10.01  -14.80
682,-17.65  -22.37  0.00
683,-7.33  -22.93  -21.22
684,-12.58  -22.01  -8.45
685,-17.44  -8.01  -12.36
686,-9.60  -12.29  -17.42
687,-7.32  -7.09  -20.19
688,-28.89  -29.80  -20.45
689,-19.40  -16.91  -11.46
690,-14.78  -17.23  -6.62
691,-15.34  -30.00  -15.91
692,-27.17  -17.63  -26.06
693,-21.54  -17.95  -28.92
694,-16.81  -17.52  -12.47
695,-12.48  -14.04  -10.22
696,-16.42  -12.40  -38.62
697,-17.32  -12.64  -19.64
698,-10.47  -26.12  -14.71
699,-16.56  -16.50  -12.14
700,-20.57  -24.91  -26.28
701,-18.05  -18.31  -26.90
702,-8.30  -15.02  -13.44
703,-7.69  -33.92  -11.05
704,-22.19  -13.62  -24.83
705,-27.50  -19.50  -16.87
706,0.00  -13.58  -32.34
707,-25.37  -13.49  -23.58
708,-19.57  -22.40  -15.92
709,-26.50  -9.50  -18.99
710,-17.84  -18.54  -17.12
711,-20.76  -15.49  -23.25
712,-13.15  -12.44  -25.85
713,-11.96  -11.62  -12.98
714,-16.25  -9.55  -7.43
715,0.00  -18.16  -5.96
716,-23.06  -14.33  -23.74
717,-24.11  -22.44  -28.79
718,-16.31  -16.98  -22.46
719,-9.87  -16.01  -11.44
720,-24.58  -31.49  -11.59
721,-17.25  -27.68  -28.41
722,-30.74  0.00  0.00
723,-19.85  -21.86  -19.43
724,-20.67  -19.81  -17.68
725,-26.70  -6.72  -9.65
726,-8.84  -22.70  -10.59
727,-9.15  -18.46  -13.04
728,-9.10  -35.12  0.00
729,-21.81  -13.51  0.00
730,-19.64  -13.54  0.00
731,-12.36  -24.21  -9.71
732,-14.51  -12.89  -16.51
733,-16.50  -8.31  0.00
734,-27.01  -11.81  -21.57
735,-32.69  -13.27  -12.67
736,-14.81  -23.52  -24.27
737,-11.54  -14.96  -11.46
738,-14.27  -8.38  -21.73
739,-16.44  -19.63  -9.87
740,-23.96  -22.32  -11.96
741,-30.86  -11.66  -12.02
742,-9.70  -10.62  -12.99
743,-22.85  -24.07  -17.81
744,-10.84  -14.65  -17.40
745,-18.21  -17.99  -6.06
746,-15.82  -23.05  -13.58
747,-17.65  -16.88  -10.64
748,-15.13  -16.26  -17.74
749,-26.82  0.00  -10.01
750,-27.05  -5.42  0.00
751,-5.32  -18.11  -12.76
752,-14.36  -15.05  -25.97
753,-21.60  -9.62  -24.64
754,-19.93  -8.11  -16.10
755,-13.29  -12.79  -7.25
756,-26.75  -29.76  -18.09
757,-21.55  -17.24  -18.18
758,0.00  -33.67  -17.95
759,-8.93  -12.49  -11.93
760,-20.27  -18.86  -12.56
761,-30.27  -19.10  -20.51
762,-17.67  -22.11  -19.13
763,-35.40  -8.19  -19.26
764,-14.08  -21.59  -21.66
765,-23.41  -30.52  -19.39
766,-20.49  -14.69  -7.35
767,-24.79  -7.61  -11.17
768,-21.88  -19.77  -10.27
769,-7.03  -15.52  -14.92
770,0.00  -19.40  -24.59
771,-16.27  -16.69  -15.59
772,-24.30  -19.39  -9.17
773,-19.63  -17.76  -17.61
774,-16.33  -13.01  -17.60
775,-16.25  -9.72  -13.53
776,-10.16  -12.92  -10.95
777,-29.78  -21.69  -22.23
778,-18.91  -17.22  -15.37
779,-22.63  -20.25  -35.27
780,0.00  -19.04  -26.60
781,-22.41  0.00  -20.39
782,-9.88  -19.46  -8.50
783,-26.38  -17.30  -11.19
784,-13.35  -7.70  -10.38
785,-9.63  -21.88  -6.96
786,-16.65  -6.02  -14.15
787,-25.02  -19.81  -20.19
788,-7.30  -12.71  -19.42
789,-20.11  -10.02  -26.87
790,-12.10  -18.16  -13.07
791,-13.56  -23.30  -22.68
792,-16.67  -17.74  -26.77
793,-8.00  -27.46  0.00
794,-27.30  -20.28  -16.71
795,-6.19  -13.58  -10.06
796,-9.42  0.00  -18.74
797,-25.68  -14.13  -19.94
798,-24.26  -15.77  -14.67
799,-22.03  -22.90  -22.43
800,0.00  -20.95  -32.47
801,-19.40  -12.40  -19.09
802,-21.00  -23.09  -23.84
803,-14.54  -8.78  -31.85
804,-36.35  0.00  -24.66
805,-13.26  -12.18  -23.77
806,-11.10  -23.42  -17.71
807,-7.43  -21.28  -11.59
808,-32.97  -18.35  -27.06
809,0.00  -28.56  -32.01
810,-30.66  -23.55  -11.63
811,-15.19  -19.16  -10.46
812,0.00  -29.34  -18.23
813,-17.00  -9.74  -16.81
814,-9.74  -14.28  -10.78
815,-22.81  -31.34  -22.19
816,-14.13  -13.94  -15.19
817,-19.20  -40.55  -13.37
818,-16.80  -19.42  -33.18
819,-21.41  -22.23  -20.93
820,-9.19  -27.68  -15.10
821,-14.57  -6.86  -16.33
822,-16.97  -11.41  -21.71
823,-33.44  -16.85  -13.45
824,-29.53  -19.17  -18.75
825,-10.35  -13.12  -14.43
826,-25.86  -13.13  -12.93
827,-21.78  -6.54  -11.13
828,-13.53  -12.60  -25.44
